date,IPTG,strain,repressors,epsilon_r,mean_YFP,mean_YFP_bgcorr,fold_change
160628,0.5,rbs1,610,-13.9,7578.498579428717,5433.154615179355,0.5393293023484648
160628,0.5,1027,130,-13.9,9930.276303347791,7784.932339098432,0.7727816387823074
160628,0.5,446,62,-13.9,10630.153750896116,8484.809786646754,0.8422559023088941
160628,0.5,1147,30,-13.9,11100.604589558565,8955.260625309202,0.8889558290689744
160628,0.5,104,11,-13.9,11272.515874525574,9127.171910276209,0.9060208308872644
160628,0.25,delta,0,-13.9,11655.136783580969,9522.869030225786,1.0
160628,0.25,1L,870,-13.9,5752.902387805665,3620.6346344504796,0.3802041824746839
160628,0.25,rbs1,610,-13.9,6116.475236419158,3984.2074830639726,0.4183831018171115
160628,0.25,1027,130,-13.9,8882.215286590035,6749.94753323485,0.7088144877148237
160628,0.25,446,62,-13.9,9955.280570521169,7823.012817165982,0.821497470177903
160628,0.25,1147,30,-13.9,10064.59993132197,7932.332177966786,0.8329771367000216
160628,0.25,104,11,-13.9,10857.971197386523,8725.703444031338,0.9162893468697064
160628,0.05,delta,0,-13.9,11286.886730855615,9142.80754523955,1.0
160628,0.05,1L,870,-13.9,2895.2027807243926,751.1235951083278,0.08215458888221053
160628,0.05,rbs1,610,-13.9,2910.0990440037085,766.0198583876436,0.08378387651684657
160628,0.05,1027,130,-13.9,4555.7019594656595,2411.6227738495945,0.2637726717878111
160628,0.05,446,62,-13.9,5738.549017270155,3594.46983165409,0.3931472705586642
160628,0.05,1147,30,-13.9,7089.9106621420715,4945.8314765260075,0.5409532522754663
160628,0.05,104,11,-13.9,9681.030002188998,7536.950816572933,0.8243584674925428
160628,0.025,delta,0,-13.9,10932.305302190103,8802.54077491154,1.0
160628,0.025,1L,870,-13.9,2458.8109197079643,329.0463924294004,0.037380842741135394
160628,0.025,rbs1,610,-13.9,2461.3066585959496,331.5421313173856,0.03766436757240893
160628,0.025,1027,130,-13.9,2973.727455294348,843.9629280157843,0.0958771960956086
160628,0.025,446,62,-13.9,3551.3674045826815,1421.6028773041164,0.16149915276233445
160628,0.025,1147,30,-13.9,4724.441484603695,2594.6769573251318,0.2947645485176643
160628,0.025,104,11,-13.9,8718.718127352033,6588.953600073469,0.7485286087913274
160628,0.01,delta,0,-13.9,10910.936909508571,8770.961159528379,1.0
160628,0.01,1L,870,-13.9,2250.172272578155,110.19652259796206,0.01256379096813688
160628,0.01,rbs1,610,-13.9,2267.427738166028,127.45198818583506,0.014531131294245547
160628,0.01,1027,130,-13.9,2435.123219131689,295.1474691514964,0.033650527437447536
160628,0.01,446,62,-13.9,2733.834026074206,593.858276094013,0.06770732024606814
160628,0.01,1147,30,-13.9,3168.546322459975,1028.5705724797817,0.11726999513187775
160628,0.01,104,11,-13.9,6912.691810776191,4772.7160607959995,0.5441497201947058
160628,0.001,delta,0,-13.9,10444.137305898716,8322.232409921287,1.0
160628,0.001,1L,870,-13.9,2155.813901887724,33.909005910295484,0.0040745084059261695
160628,0.001,rbs1,610,-13.9,2151.19634231263,29.29144633520173,0.0035196621402067726
160628,0.001,1027,130,-13.9,2216.074246164174,94.16935018674576,0.011315395382912218
160628,0.001,446,62,-13.9,2272.746452023624,150.84155604619582,0.01812513140901607
160628,0.001,1147,30,-13.9,2412.454331609428,290.54943563199964,0.03491243951390053
160628,0.001,104,11,-13.9,3381.545874492778,1259.6409785153494,0.15135854377410538
160628,5.0,delta,0,-13.9,12035.270340706726,9884.524638366176,1.0
160628,5.0,1L,870,-13.9,7762.893711824577,5612.148009484026,0.5677711589387736
160628,5.0,rbs1,610,-13.9,8806.16348352511,6655.41778118456,0.6733169297137429
160628,5.0,1027,130,-13.9,10598.225106505864,8447.479404165315,0.8546166571710431
160628,5.0,446,62,-13.9,11129.124698407893,8978.378996067344,0.9083268366005501
160628,5.0,1147,30,-13.9,11156.04447157622,9005.298769235671,0.9110502627796744
160628,5.0,104,11,-13.9,10961.330263834752,8810.584561494203,0.8913513683092518
160629,0.25,delta,0,-15.3,7663.50442258239,5490.276055858296,1.0
160629,0.25,1027,130,-15.3,4222.075383370831,2048.8470166467364,0.3731774132669618
160629,0.25,446,62,-15.3,5430.759229717334,3257.530862993239,0.593327335429218
160629,0.25,1147,30,-15.3,5312.850439175245,3139.62207245115,0.571851404284321
160629,0.25,104,11,-15.3,8735.888650364748,6562.660283640653,1.1953242818524743
160629,0.5,delta,0,-15.3,7549.2344815469405,5342.590601280194,1.0
160629,0.5,1027,130,-15.3,5032.043181663975,2825.3993013972276,0.5288444337696779
160629,0.5,446,62,-15.3,5139.684368106889,2933.0404878401423,0.5489921850155102
160629,0.5,1147,30,-15.3,6152.13028734067,3945.4864070739227,0.7384968644478399
160629,0.5,104,11,-15.3,9187.804752161801,6981.160871895054,1.30669957571187
160629,0.01,delta,0,-15.3,6922.1394407199095,4788.814983993573,1.0
160629,0.01,1027,130,-15.3,2169.52024354645,36.195786820112524,0.00755840159644829
160629,0.01,446,62,-15.3,2161.701245870128,28.37678914379057,0.005925639064912485
160629,0.01,1147,30,-15.3,2202.166459406266,68.84200267992856,0.014375582040657291
160629,0.01,104,11,-15.3,2334.396392557291,201.07193583095383,0.04198782715620231
160629,1.0,delta,0,-15.3,7685.846842706735,5399.9680169723215,1.0
160629,1.0,1027,130,-15.3,5259.080815141707,2973.201989407294,0.5505962220632414
160629,1.0,446,62,-15.3,6107.145420337251,3821.2665946028387,0.7076461531980265
160629,1.0,1147,30,-15.3,6541.082231571343,4255.203405836931,0.7880052978948489
160629,1.0,104,11,-15.3,9187.837486976608,6901.958661242194,1.2781480630161242
160629,0.0,delta,0,-15.3,6391.112130975321,4262.326323958619,1.0
160629,0.0,1027,130,-15.3,2149.477821235697,20.69201421899379,0.0048546292907428465
160629,0.0,446,62,-15.3,2178.9634252794267,50.177618262723634,0.011772354918175616
160629,0.0,1147,30,-15.3,2189.2953201605865,60.5095131438834,0.01419635864193651
160629,0.0,104,11,-15.3,2308.591911741463,179.8061047247597,0.04218496920661991
160629,0.1,delta,0,-15.3,7653.7023137818815,5496.747044658846,1.0
160629,0.1,1027,130,-15.3,3402.8854947769987,1245.9302256539645,0.22666682958689666
160629,0.1,446,62,-15.3,4233.072190861262,2076.116921738228,0.37769919278995695
160629,0.1,1147,30,-15.3,4634.495786718572,2477.540517595537,0.4507284940468469
160629,0.1,104,11,-15.3,7671.748706245929,5514.793437122894,1.0032831040463441
160629,0.005,delta,0,-15.3,6854.55836001386,4721.083241725992,1.0
160629,0.005,1027,130,-15.3,2181.5520793931933,48.076961105324706,0.01018345973661505
160629,0.005,446,62,-15.3,2214.1980684152854,80.72295012741732,0.01709839585414843
160629,0.005,1147,30,-15.3,2242.7948550598967,109.31973677202903,0.02315564695107189
160629,0.005,104,11,-15.3,2544.977257244887,411.5021389570188,0.08716265269802292
160629,5.0,delta,0,-15.3,7061.634125344751,4679.414571905007,1.0
160629,5.0,1027,130,-15.3,5611.583583105969,3229.364029666225,0.6901213773738238
160629,5.0,446,62,-15.3,5985.8532516180985,3603.6336981783534,0.770103533851095
160629,5.0,1147,30,-15.3,6614.966114295688,4232.746560855944,0.9045461768378384
160629,5.0,104,11,-15.3,8686.378368397813,6304.1588149580675,1.347211006438274
160629,0.075,delta,0,-15.3,7158.272108421514,5002.61138728932,1.0
160629,0.075,1027,130,-15.3,2938.2404752966045,782.5797541644101,0.1564342487511214
160629,0.075,446,62,-15.3,3606.1268942040883,1450.466173071894,0.2899418045457721
160629,0.075,1147,30,-15.3,4145.770363945295,1990.1096428131007,0.3978141591948535
160629,0.075,104,11,-15.3,7336.529013519093,5180.868292386899,1.0356327708265518
160629,0.025,delta,0,-15.3,7084.9058559569075,4934.8504440454,1.0
160629,0.025,1027,130,-15.3,2373.213048310157,223.15763639865008,0.045220749631414175
160629,0.025,446,62,-15.3,2542.700356843561,392.64494493205353,0.07956572329478304
160629,0.025,1147,30,-15.3,2680.2434440967545,530.1880321852474,0.10743750761991068
160629,0.025,104,11,-15.3,4448.666073455836,2298.610661544329,0.4657913522623427
160629,0.05,delta,0,-15.3,7142.8489293272305,4996.962949266414,1.0
160629,0.05,1027,130,-15.3,2694.315001597261,548.4290215364467,0.10975246907063008
160629,0.05,446,62,-15.3,3158.97538749504,1013.089407434225,0.20274102844467806
160629,0.05,1147,30,-15.3,3343.7183414660085,1197.8323614051926,0.2397120758281872
160629,0.05,104,11,-15.3,5927.93223476128,3782.046254700465,0.7568689808387897
160629,0.001,delta,0,-15.3,6642.661907320183,4505.243040776184,1.0
160629,0.001,1027,130,-15.3,2162.5218962538706,25.103029709871866,0.005571959044754885
160629,0.001,446,62,-15.3,2176.9264029688247,39.5075364248255,0.008769235325874664
160629,0.001,1147,30,-15.3,2203.5789228863628,66.16005634236308,0.014685124807598553
160629,0.001,104,11,-15.3,2338.2512350769252,200.8323685329265,0.04457747711171785
160630,0.001,delta,0,-13.9,11961.94715611744,9785.622958054528,1.0
160630,0.001,1L,870,-13.9,2197.8003086180133,21.47611055509969,0.0021946595170441088
160630,0.001,rbs1,610,-13.9,2217.4197712700025,41.09557320708882,0.004199586820710595
160630,0.001,1027,130,-13.9,2327.8294442142706,151.5052461513569,0.015482432421602063
160630,0.001,446,62,-13.9,2429.306967699796,252.982769636882,0.025852495106471723
160630,0.001,1147,30,-13.9,2517.379920721146,341.0557226582323,0.03485273488669518
160630,0.001,104,11,-13.9,3973.514058548011,1797.1898604850974,0.18365615231535504
160630,0.025,delta,0,-13.9,12183.383666873198,10011.425466499666,1.0
160630,0.025,1L,870,-13.9,2684.512821289224,512.554620915691,0.05119696716824257
160630,0.025,rbs1,610,-13.9,2689.914357083832,517.9561567102992,0.05173650430135942
160630,0.025,1027,130,-13.9,4341.186178497983,2169.22797812445,0.21667523624714013
160630,0.025,446,62,-13.9,5030.932876625044,2858.974676251511,0.2855711892195813
160630,0.025,1147,30,-13.9,6154.659113136129,3982.700912762597,0.397815568431244
160630,0.025,104,11,-13.9,10586.747080354133,8414.7888799806,0.8405185563372821
160630,0.075,delta,0,-13.9,12664.646950161312,10489.998270962216,1.0
160630,0.075,1L,870,-13.9,4476.130093079758,2301.481413880661,0.2193976923953824
160630,0.075,rbs1,610,-13.9,4995.895419631655,2821.246740432558,0.26894634942335155
160630,0.075,1027,130,-13.9,8735.589005810592,6560.940326611497,0.62544722669527
160630,0.075,446,62,-13.9,10299.182477690269,8124.53379849117,0.7745028729872165
160630,0.075,1147,30,-13.9,10295.094995914953,8120.446316715855,0.7741132178443143
160630,0.075,104,11,-13.9,12337.683841686392,10163.035162487296,0.968830966409213
160630,0.01,delta,0,-13.9,12492.138513437194,10341.806084597672,1.0
160630,0.01,1L,870,-13.9,2350.7116661770237,200.3792373375013,0.019375652153827503
160630,0.01,rbs1,610,-13.9,2390.309579806625,239.97715096710184,0.023204568815548204
160630,0.01,1027,130,-13.9,2910.86181274421,760.5293839046872,0.07353931969749113
160630,0.01,446,62,-13.9,3319.6103385099627,1169.2779096704405,0.11306322126962688
160630,0.01,1147,30,-13.9,3747.460178530974,1597.127749691451,0.1544341226886952
160630,0.01,104,11,-13.9,7210.275282268385,5059.942853428863,0.4892707146157738
160630,5.0,delta,0,-13.9,12936.563186831478,10760.23391878499,1.0
160630,5.0,1L,870,-13.9,9762.619112710103,7586.2898446636145,0.7050301974773643
160630,5.0,rbs1,610,-13.9,10322.1159885683,8145.786720521812,0.7570269180023186
160630,5.0,1027,130,-13.9,12643.430969657658,10467.101701611173,0.972757821123008
160630,5.0,446,62,-13.9,12988.27941025739,10811.950142210902,1.0048062359811367
160630,5.0,1147,30,-13.9,12414.259409100274,10237.930141053785,0.9514598119638108
160630,5.0,104,11,-13.9,12491.349949350848,10315.020681304359,0.958624204562748
160630,0.25,delta,0,-13.9,12820.897795098874,10661.41082716187,1.0
160630,0.25,1L,870,-13.9,7631.05999468076,5471.573026743754,0.513212849166635
160630,0.25,rbs1,610,-13.9,8349.136547974676,6189.649580037672,0.5805657131482471
160630,0.25,1027,130,-13.9,11765.34363463584,9605.856666698835,0.9009930132535724
160630,0.25,446,62,-13.9,12830.32599259135,10670.839024654346,1.000884329254854
160630,0.25,1147,30,-13.9,11685.116400107456,9525.629432170452,0.8934680021805548
160630,0.25,104,11,-13.9,12344.879970404212,10185.393002467208,0.9553513289740304
160630,1.0,delta,0,-13.9,13171.031368786946,10961.461353410648,1.0
160630,1.0,1L,870,-13.9,9336.009810062194,7126.439794685894,0.6501359230234856
160630,1.0,rbs1,610,-13.9,10098.987593579588,7889.417578203289,0.7197414034350909
160630,1.0,1027,130,-13.9,12416.012884444839,10206.44286906854,0.9311206361999184
160630,1.0,446,62,-13.9,12953.010462180835,10743.440446804536,0.9801102335193406
160630,1.0,1147,30,-13.9,11976.118222900936,9766.548207524636,0.8909896128480883
160630,1.0,104,11,-13.9,12811.896120899135,10602.326105522836,0.9672365539311903
160630,0.1,delta,0,-13.9,13325.52396921394,11164.79609445727,1.0
160630,0.1,1L,870,-13.9,5339.002901643091,3178.2750268864197,0.28466933027682123
160630,0.1,rbs1,610,-13.9,5578.967267191773,3418.2393924351036,0.30616227681328445
160630,0.1,1027,130,-13.9,9515.75608186016,7355.028207103489,0.6587695955105594
160630,0.1,446,62,-13.9,11220.269326252099,9059.541451495428,0.8114381467291651
160630,0.1,1147,30,-13.9,10823.739654476989,8663.011779720318,0.7759220774323901
160630,0.1,104,11,-13.9,12416.88797946257,10256.1601047059,0.9186159799011056
160630,0.005,delta,0,-13.9,12413.727347101987,10256.113633475059,1.0
160630,0.005,1L,870,-13.9,2251.8675590979906,94.25384547106205,0.009190015715448559
160630,0.005,rbs1,610,-13.9,2267.95399855359,110.3402849266613,0.010758488923769351
160630,0.005,1027,130,-13.9,2502.377456042527,344.76374241559824,0.03361543706870792
160630,0.005,446,62,-13.9,2723.239081281092,565.6253676541633,0.055150068326857385
160630,0.005,1147,30,-13.9,2951.2645547343213,793.6508411073927,0.07738319498693791
160630,0.005,104,11,-13.9,5411.186314397573,3253.5726007706453,0.3172325031726703
160630,0.0,delta,0,-13.9,11561.327180588201,9402.044159205816,1.0
160630,0.0,1L,870,-13.9,2180.2499100956784,20.966888713292068,0.0022300351240919
160630,0.0,rbs1,610,-13.9,2194.789436894846,35.506415512459625,0.0037764570035223937
160630,0.0,1027,130,-13.9,2286.5438142287367,127.26079284635034,0.013535438750491891
160630,0.0,446,62,-13.9,2391.2347327356742,231.9517113532879,0.024670349067248017
160630,0.0,1147,30,-13.9,2430.758442798477,271.4754214160912,0.028874084913787783
160630,0.0,104,11,-13.9,3526.5416900232867,1367.2586686409006,0.14542142596747729
160630,0.05,delta,0,-13.9,12272.440656973211,10098.044086022895,1.0
160630,0.05,1L,870,-13.9,3452.720334726826,1278.3237637765124,0.1265912242892553
160630,0.05,rbs1,610,-13.9,3759.5988157274464,1585.2022447771328,0.15698111745929832
160630,0.05,1027,130,-13.9,6562.096997326615,4387.700426376301,0.4345099297446613
160630,0.05,446,62,-13.9,8452.128245769829,6277.731674819516,0.6216779825222565
160630,0.05,1147,30,-13.9,9114.85937865975,6940.462807709438,0.6873076358733675
160630,0.05,104,11,-13.9,11988.289694529505,9813.893123579192,0.9718607920481344
160630,0.5,delta,0,-13.9,13087.880342260349,10915.577995510594,1.0
160630,0.5,1L,870,-13.9,8864.313393266082,6692.01104651633,0.6130697842357637
160630,0.5,rbs1,610,-13.9,8746.870155569337,6574.567808819585,0.6023105520865318
160630,0.5,1027,130,-13.9,12328.765825060978,10156.463478311229,0.930455856986082
160630,0.5,446,62,-13.9,12886.828407198203,10714.526060448454,0.9815811920225544
160630,0.5,1147,30,-13.9,11867.82458435888,9695.522237609126,0.8882280206871997
160630,0.5,104,11,-13.9,12319.800439342063,10147.498092592308,0.9296345183705174
