# Date : 2017-10-11
# Equipment : Björkman MACSQuant
# User : gchure
# Description :
# Timecourse measurement of expression to determine if we are in steady-state.
# Auto (HG104), O2 Delta (O2 HG105), and O2 RBS1027 cells were diluted 1:1000
# into M9 + 0.5% glucose + 50µM IPTG in a large 2mL 96 well plate and allowed t
# to grow for several hours with measurement on the MACSQuant. The dilution was
# performed at 08h30m and the first measurement was made at 10h30m, followed
# by a measurement each hour afterward.
date,username,operator,strain,repressors,IPTG_uM,replicate_no,clock_time,delta_t,FITC-A,fold_change_A
20171011,gchure,O2,RBS1027,130,50.0,2,19h30m,11.00,9725.951848519104,0.40353339931654514
20171011,gchure,O2,RBS1027,130,50.0,3,19h30m,11.00,9124.82174311421,0.34918808881148217
20171011,gchure,O2,auto,0,50.0,3,19h30m,11.00,2957.794127831147,0.0
20171011,gchure,O2,delta,0,50.0,3,19h30m,11.00,20618.842178678282,1.0
20171011,gchure,O2,auto,0,50.0,1,20h30m,12.00,2991.4194608815164,0.0
20171011,gchure,O2,RBS1027,130,50.0,1,20h30m,12.00,9709.505245911205,0.40636636843032975
20171011,gchure,O2,delta,0,50.0,1,20h30m,12.00,19523.510467771728,1.0
20171011,gchure,O2,delta,0,50.0,2,20h30m,12.00,17681.32469740433,1.0
20171011,gchure,O2,auto,0,50.0,2,20h30m,12.00,2947.101233536014,0.0
20171011,gchure,O2,RBS1027,130,50.0,2,20h30m,12.00,9372.395595353357,0.43607960593061684
20171011,gchure,O2,RBS1027,130,50.0,3,20h30m,12.00,9594.176693046773,0.4174165356571738
20171011,gchure,O2,auto,0,50.0,3,20h30m,12.00,3026.6901968974867,0.0
20171011,gchure,O2,delta,0,50.0,3,20h30m,12.00,18760.342161138775,1.0
20171011,gchure,O2,delta,0,50.0,1,11h29m,2.98,21912.53120888062,1.0
20171011,gchure,O2,RBS1027,130,50.0,1,11h29m,2.98,7223.860960286685,0.21285534032325196
20171011,gchure,O2,auto,0,50.0,1,11h29m,2.98,3251.8313387626645,0.0
20171011,gchure,O2,RBS1027,130,50.0,2,11h29m,2.98,7248.645600732125,0.20435763344166363
20171011,gchure,O2,auto,0,50.0,2,11h29m,2.98,3425.5830697576266,0.0
20171011,gchure,O2,delta,0,50.0,2,11h29m,2.98,22133.289097611185,1.0
20171011,gchure,O2,auto,0,50.0,3,11h29m,2.98,3380.365431411766,0.0
20171011,gchure,O2,delta,0,50.0,3,11h29m,2.98,7193.51245728194,1.0
20171011,gchure,O2,auto,0,50.0,1,12h27m,3.95,3359.7727848780005,0.0
20171011,gchure,O2,RBS1027,130,50.0,1,12h27m,3.95,7438.419892420827,0.2201903291509728
20171011,gchure,O2,delta,0,50.0,1,12h27m,3.95,21883.052727596623,1.0
20171011,gchure,O2,delta,0,50.0,2,12h27m,3.95,22223.080476451614,1.0
20171011,gchure,O2,auto,0,50.0,2,12h27m,3.95,3597.600495613772,0.0
20171011,gchure,O2,delta,0,50.0,3,12h27m,3.95,22459.57823799967,1.0
20171011,gchure,O2,RBS1027,130,50.0,3,12h27m,3.95,7603.385108912712,0.21063120702026378
20171011,gchure,O2,auto,0,50.0,3,12h27m,3.95,3639.233094879312,0.0
20171011,gchure,O2,RBS1027,130,50.0,1,14h27m,5.95,7757.379807235878,0.2800613616573897
20171011,gchure,O2,auto,0,50.0,1,14h27m,5.95,3121.382836421103,0.0
20171011,gchure,O2,delta,0,50.0,1,14h27m,5.95,19674.88719482016,1.0
20171011,gchure,O2,delta,0,50.0,2,14h27m,5.95,19876.43663400465,1.0
20171011,gchure,O2,RBS1027,130,50.0,2,14h27m,5.95,8138.571742410566,0.29898382501990867
20171011,gchure,O2,auto,0,50.0,2,14h27m,5.95,3132.365226626017,0.0
20171011,gchure,O2,delta,0,50.0,3,14h27m,5.95,20184.796143553274,1.0
20171011,gchure,O2,auto,0,50.0,3,14h27m,5.95,3150.746658976866,0.0
20171011,gchure,O2,RBS1027,130,50.0,3,14h27m,5.95,7749.922333560895,0.26999896171185733
20171011,gchure,O2,RBS1027,130,50.0,1,15h28m,6.97,8661.717201739331,0.318025651522806
20171011,gchure,O2,auto,0,50.0,1,15h28m,6.97,3069.3035897545265,0.0
20171011,gchure,O2,delta,0,50.0,1,15h28m,6.97,20654.091436919007,1.0
20171011,gchure,O2,delta,0,50.0,2,15h28m,6.97,20122.865527539758,1.0
20171011,gchure,O2,RBS1027,130,50.0,2,15h28m,6.97,8839.85062636141,0.3374472061688663
20171011,gchure,O2,auto,0,50.0,2,15h28m,6.97,3093.2567080891004,0.0
20171011,gchure,O2,delta,0,50.0,3,15h28m,6.97,20557.340834831342,1.0
20171011,gchure,O2,auto,0,50.0,3,15h28m,6.97,3119.875992178119,0.0
20171011,gchure,O2,RBS1027,130,50.0,3,15h28m,6.97,9134.185194611615,0.34490731632743354
20171011,gchure,O2,delta,0,50.0,1,16h31m,8.02,32229.120162320676,1.0
20171011,gchure,O2,auto,0,50.0,1,16h31m,8.02,3037.6725476662996,0.0
20171011,gchure,O2,RBS1027,130,50.0,1,16h31m,8.02,11436.507539559927,0.28771560433602256
20171011,gchure,O2,auto,0,50.0,2,16h31m,8.02,3056.966717542292,0.0
20171011,gchure,O2,RBS1027,130,50.0,2,16h31m,8.02,10211.38504844123,0.29054892257680437
20171011,gchure,O2,delta,0,50.0,2,16h31m,8.02,27680.7659299029,1.0
20171011,gchure,O2,RBS1027,130,50.0,3,16h31m,8.02,11550.423040291043,0.35448796273426086
20171011,gchure,O2,auto,0,50.0,3,16h31m,8.02,3351.852895215707,0.0
20171011,gchure,O2,delta,0,50.0,3,16h31m,8.02,26479.775439715,1.0
20171011,gchure,O2,delta,0,50.0,1,17h32m,9.03,24448.30923887606,1.0
20171011,gchure,O2,RBS1027,130,50.0,1,17h32m,9.03,9560.82385621477,0.30398152953046037
20171011,gchure,O2,auto,0,50.0,1,17h32m,9.03,3058.811669051409,0.0
20171011,gchure,O2,RBS1027,130,50.0,2,17h32m,9.03,9759.45977798599,0.3445825342406417
20171011,gchure,O2,auto,0,50.0,2,17h32m,9.03,3065.984829506411,0.0
20171011,gchure,O2,delta,0,50.0,2,17h32m,9.03,22490.866485885264,1.0
20171011,gchure,O2,auto,0,50.0,3,17h32m,9.03,3126.8642106699135,0.0
20171011,gchure,O2,RBS1027,130,50.0,3,17h32m,9.03,7809.999799868038,0.24583366533904133
20171011,gchure,O2,delta,0,50.0,3,17h32m,9.03,22176.88155772196,1.0
