# Date : 2016-07-13
# Equipment : MACSQuant (Bjorkman lab)
# Description : 
# LacI titration with 4 different operators (O1, O2, O3 and Oid) 
# and 7 different RBS (delta, HG104, RBS1147, RBS446, RBS1027, RBS1 and RBS1L)
# Comments : 
# The equipment was set to export the H channel. So the signal-to-noise ratio shoul
# be better than on the 2016-07-12
date,username,operator,binding_energy,rbs,repressors,IPTG,mean_YFP_A,mean_YFP_H,mean_YFP_bgcorr_A,mean_YFP_bgcorr_H,fold_change_A,fold_change_H
20160713,mrazomej,O1,-15.3,auto,0,0,3930.683466611492,6152.920498300189,0.0,0.0,0.0,0.0
20160713,mrazomej,O1,-15.3,delta,0,0,20334.0996662674,17171.61693312323,16403.41619965591,11018.696434823041,1.0,1.0
20160713,mrazomej,O1,-15.3,RBS1L,870,0,3984.2119304437356,6069.932946580066,53.52846383224369,-82.98755172012352,0.003263250970451298,-0.007531521737712369
20160713,mrazomej,O1,-15.3,RBS1,610,0,4004.2773657002813,6097.765092420029,73.59389908878939,-55.15540588016029,0.004486498311878056,-0.005005619875854768
20160713,mrazomej,O1,-15.3,RBS1027,130,0,4026.8057422048005,6097.842764057313,96.12227559330859,-55.07773424287643,0.005859893721121636,-0.004998570799065758
20160713,mrazomej,O1,-15.3,RBS446,62,0,4011.8798810272274,6084.691520621047,81.19641441573549,-68.22897767914219,0.004949969776261528,-0.0061921097547904215
20160713,mrazomej,O1,-15.3,RBS1147,30,0,4120.15620996577,6187.550397341196,189.47274335427846,34.629899041006865,0.011550809968368235,0.0031428308462663457
20160713,mrazomej,O1,-15.3,HG104,11,0,4885.6050022588515,6623.483886914239,954.9215356473596,470.5633886140495,0.05821479648046672,0.042705903679032306
20160713,mrazomej,O2,-13.9,auto,0,0,3887.45923866381,6088.731933132153,0.0,0.0,0.0,0.0
20160713,mrazomej,O2,-13.9,delta,0,0,34172.92468930119,27172.25021577302,30285.465450637377,21083.518282640867,1.0,1.0
20160713,mrazomej,O2,-13.9,RBS1L,870,0,4050.5255988611775,6156.374382058539,163.06636019736743,67.64244892638544,0.005384310849148121,0.0032083093542351945
20160713,mrazomej,O2,-13.9,RBS1,610,0,4126.942521777137,6182.583127328432,239.4832831133267,93.85119419627881,0.007907531865530124,0.004451400991908987
20160713,mrazomej,O2,-13.9,RBS1027,130,0,4386.955391557457,6273.387664533585,499.4961528936469,184.6557314014317,0.01649293301130806,0.008758297781517242
20160713,mrazomej,O2,-13.9,RBS446,62,0,4667.7828840855,6425.513802334558,780.3236454216899,336.7818692024048,0.02576561508336559,0.015973703472427294
20160713,mrazomej,O2,-13.9,RBS1147,30,0,5337.458654052874,6915.593790837879,1449.9994153890643,826.8618577057259,0.04787773256291652,0.039218400203467146
20160713,mrazomej,O2,-13.9,HG104,11,0,9195.01700571889,9240.525879452498,5307.557767055079,3151.7939463203447,0.17525098881857792,0.1494908916087016
20160713,mrazomej,O3,-9.7,auto,0,0,3858.7911621233075,6095.200959628509,0.0,0.0,0.0,0.0
20160713,mrazomej,O3,-9.7,delta,0,0,53874.17554379321,40748.379894648584,50015.3843816699,34653.17893502008,1.0,1.0
20160713,mrazomej,O3,-9.7,RBS1L,870,0,14107.270942478974,12584.216147169083,10248.479780355667,6489.0151875405745,0.20490654839616956,0.18725598594312096
20160713,mrazomej,O3,-9.7,RBS1,610,0,15481.254913094153,13552.790878063828,11622.463750970846,7457.589918435319,0.23237777525169542,0.21520651633200585
20160713,mrazomej,O3,-9.7,RBS1027,130,0,34559.329658904266,27292.314027200202,30700.53849678096,21197.113067571692,0.6138219045264875,0.611693175605028
20160713,mrazomej,O3,-9.7,RBS446,62,0,43359.965900543066,33460.19604944708,39501.17473841976,27364.995089818567,0.7897804890788066,0.7896820993286662
20160713,mrazomej,O3,-9.7,RBS1147,30,0,49888.38347655857,37450.28708989877,46029.592314435264,31355.086130270258,0.9203086786893637,0.9048256781597371
20160713,mrazomej,O3,-9.7,HG104,11,0,55213.995225672676,41166.5306905177,51355.20406354937,35071.32973088919,1.0267881512547268,1.0120667369840213
20160713,mrazomej,Oid,-17.0,auto,0,0,3806.4012131277427,6090.849173373918,0.0,0.0,0.0,0.0
20160713,mrazomej,Oid,-17.0,delta,0,0,36611.398096645564,28151.503820894715,32804.99688351782,22060.654647520798,1.0,1.0
20160713,mrazomej,Oid,-17.0,RBS1L,870,0,3859.3437359724385,5944.6219334745665,52.94252284469576,-146.22723989935184,0.0016138554450311688,-0.006628417979236397
20160713,mrazomej,Oid,-17.0,RBS1,610,0,3901.967585535832,5909.205584565128,95.56637240808914,-181.6435888087899,0.002913165111626773,-0.0082338258637852
20160713,mrazomej,Oid,-17.0,RBS1027,130,0,3898.5660892084743,5922.970704331408,92.16487608073157,-167.87846904251,0.00280947675160542,-0.007609858896974138
20160713,mrazomej,Oid,-17.0,RBS446,62,0,3942.935362685809,5937.634182325086,136.53414955806647,-153.21499104883242,0.00416199245629757,-0.0069451697375649225
20160713,mrazomej,Oid,-17.0,RBS1147,30,0,3918.3985347776475,6022.706243496338,111.99732164990473,-68.14292987758017,0.003414032381944088,-0.0030888897435887358
20160713,mrazomej,Oid,-17.0,HG104,11,0,4159.331269471131,6163.316482629974,352.9300563433885,72.46730925605607,0.010758423711989765,0.003284912003470397
