# Date : 2016-07-26
# Equipment : MACSQuant (Bjorkman lab)
# Description : 
# LacI titration with 4 different operators (O1, O2, O3 and Oid) 
# and 7 different RBS (delta, HG104, RBS1147, RBS446, RBS1027, RBS1 and RBS1L)
# The strains were grown in deep 96-well plates in 1 mL of LB + Kan + Spec and then
# diluted next morning 1:1000 into 0.5 mL of M9 + 0.5% glucose also in deep 96-well plates.
# Because of this format we were able to have 3 biological replicas for each of the strains.
# The files are named 20160726_rbs_operator_0mMIPTG_0X where X is the number of replica
# indexing from 0.
# Comments : 
# It seems that since before measuring we dilute the cells 1:10 into fresh M9 the cells are
# doubling while being measured. The flow cytometer takes about 2.5 hours to measure a 96-well
# plate and despite the fact that they are resting on a "chill" block I believe they
# are still capable of doubling.
date,username,operator,binding_energy,rbs,repressors,IPTG,replica,mean_YFP_A,mean_YFP_bgcorr_A,fold_change_A
20160726,mrazomej,O1,-15.3,auto,0,0,00,3548.1545262601226,0.0,0.0
20160726,mrazomej,O1,-15.3,auto,0,0,01,3531.602010716565,0.0,0.0
20160726,mrazomej,O1,-15.3,auto,0,0,02,3399.62286185395,0.0,0.0
20160726,mrazomej,O1,-15.3,delta,0,0,00,14869.264821666864,11321.110295406741,1.0
20160726,mrazomej,O1,-15.3,delta,0,0,01,15051.40044696029,11519.798436243724,1.0
20160726,mrazomej,O1,-15.3,delta,0,0,02,14323.385225958207,10923.762364104257,1.0
20160726,mrazomej,O1,-15.3,RBS1L,870,0,00,3805.9875253389787,257.8329990788561,0.02277453291692295
20160726,mrazomej,O1,-15.3,RBS1L,870,0,01,3589.130834476083,57.52882375951776,0.004993908884596445
20160726,mrazomej,O1,-15.3,RBS1L,870,0,02,3518.406240371698,118.78337851774813,0.010873852300931878
20160726,mrazomej,O1,-15.3,RBS1,610,0,00,3693.7116992116953,145.55717295157274,0.012857146441778678
20160726,mrazomej,O1,-15.3,RBS1,610,0,01,3605.394628199506,73.79261748294084,0.0064057212364735175
20160726,mrazomej,O1,-15.3,RBS1,610,0,02,3503.1520451840793,103.5291833301294,0.009477429101746917
20160726,mrazomej,O1,-15.3,RBS1027,130,0,00,3713.3171806945793,165.16265443445673,0.01458890957907789
20160726,mrazomej,O1,-15.3,RBS1027,130,0,01,3528.7679806188503,-2.834030097714731,-0.0002460138615618718
20160726,mrazomej,O1,-15.3,RBS1027,130,0,02,3522.3450875279136,122.72222567396375,0.01123442835750729
20160726,mrazomej,O1,-15.3,RBS446,62,0,00,3761.7296894313304,213.5751631712078,0.01886521353456477
20160726,mrazomej,O1,-15.3,RBS446,62,0,01,3652.626666388075,121.02465567151012,0.010505796289867446
20160726,mrazomej,O1,-15.3,RBS446,62,0,02,3551.9360163808874,152.31315452693752,0.013943287069978945
20160726,mrazomej,O1,-15.3,RBS1147,30,0,00,3796.183822453046,248.02929619292354,0.021908566361512727
20160726,mrazomej,O1,-15.3,RBS1147,30,0,01,3693.1041554855665,161.50214476900146,0.01401952869773151
20160726,mrazomej,O1,-15.3,RBS1147,30,0,02,3612.418481179942,212.795619325992,0.019480066687027488
20160726,mrazomej,O1,-15.3,HG104,11,0,00,4291.6354198601075,743.4808935999849,0.06567208287879978
20160726,mrazomej,O1,-15.3,HG104,11,0,01,4214.35001425525,682.7480035386852,0.059267356743900615
20160726,mrazomej,O1,-15.3,HG104,11,0,02,4058.686867970819,659.0640061168692,0.06033305963177753
20160726,mrazomej,O2,-13.9,auto,0,0,00,3551.523500692333,0.0,0.0
20160726,mrazomej,O2,-13.9,auto,0,0,01,3443.6461868623264,0.0,0.0
20160726,mrazomej,O2,-13.9,auto,0,0,02,3342.8818192872204,0.0,0.0
20160726,mrazomej,O2,-13.9,delta,0,0,00,24504.90109928534,20953.377598593008,1.0
20160726,mrazomej,O2,-13.9,delta,0,0,01,24167.036730237545,20723.39054337522,1.0
20160726,mrazomej,O2,-13.9,delta,0,0,02,23057.417157238364,19714.535337951143,1.0
20160726,mrazomej,O2,-13.9,RBS1L,870,0,00,3755.7514276403263,204.22792694799318,0.00974677834096336
20160726,mrazomej,O2,-13.9,RBS1L,870,0,01,3674.3240280182663,230.67784115593986,0.011131278960994254
20160726,mrazomej,O2,-13.9,RBS1L,870,0,02,3555.3561771398336,212.47435785261314,0.0107775483525393
20160726,mrazomej,O2,-13.9,RBS1,610,0,00,3738.8408329454387,187.31733225310563,0.008939720165482236
20160726,mrazomej,O2,-13.9,RBS1,610,0,01,3699.771832967219,256.12564610489244,0.012359253934282959
20160726,mrazomej,O2,-13.9,RBS1,610,0,02,3541.6037887461343,198.72196945891392,0.010079972266775542
20160726,mrazomej,O2,-13.9,RBS1027,130,0,00,3961.5603315986673,410.0368309063342,0.01956900881382807
20160726,mrazomej,O2,-13.9,RBS1027,130,0,01,3868.4083499926783,424.76216313035184,0.02049675038654031
20160726,mrazomej,O2,-13.9,RBS1027,130,0,02,3722.6955400909833,379.81372080376286,0.01926566943084926
20160726,mrazomej,O2,-13.9,RBS446,62,0,00,4178.565425856618,627.0419251642852,0.029925577497653184
20160726,mrazomej,O2,-13.9,RBS446,62,0,01,4067.4923035470356,623.8461166847092,0.030103477294362822
20160726,mrazomej,O2,-13.9,RBS446,62,0,02,3924.5886340479865,581.7068147607661,0.029506493802111625
20160726,mrazomej,O2,-13.9,RBS1147,30,0,00,4506.731261801608,955.2077611092745,0.04558729286553856
20160726,mrazomej,O2,-13.9,RBS1147,30,0,01,4409.653496984619,966.0073101222924,0.04661434662925379
20160726,mrazomej,O2,-13.9,RBS1147,30,0,02,4304.705508182569,961.8236888953488,0.04878754038112204
20160726,mrazomej,O2,-13.9,HG104,11,0,00,7143.587005112423,3592.06350442009,0.1714312400241044
20160726,mrazomej,O2,-13.9,HG104,11,0,01,6957.5949617037895,3513.948774841463,0.16956437545712277
20160726,mrazomej,O2,-13.9,HG104,11,0,02,6719.692494093496,3376.8106748062755,0.17128532917059433
20160726,mrazomej,O3,-9.7,auto,0,0,00,3299.472069988742,0.0,0.0
20160726,mrazomej,O3,-9.7,auto,0,0,01,3424.1359093140577,0.0,0.0
20160726,mrazomej,O3,-9.7,auto,0,0,02,3304.025098333351,0.0,0.0
20160726,mrazomej,O3,-9.7,delta,0,0,00,43055.08435958116,39755.61228959242,1.0
20160726,mrazomej,O3,-9.7,delta,0,0,01,44211.58939148063,40787.45348216657,1.0
20160726,mrazomej,O3,-9.7,delta,0,0,02,43575.94832733065,40271.92322899729,1.0
20160726,mrazomej,O3,-9.7,RBS1L,870,0,00,10546.322604886807,7246.850534898065,0.18228496852493983
20160726,mrazomej,O3,-9.7,RBS1L,870,0,01,10412.646494489429,6988.510585175371,0.17133971328293257
20160726,mrazomej,O3,-9.7,RBS1L,870,0,02,10337.107196774698,7033.082098441347,0.1746398367529978
20160726,mrazomej,O3,-9.7,RBS1,610,0,00,12178.957103308947,8879.485033320205,0.22335173631937133
20160726,mrazomej,O3,-9.7,RBS1,610,0,01,12371.32547695642,8947.189567642361,0.2193613183415416
