operator,repressors,param,mode,hpd_min,hpd_max
O1,11,k,0.007541585012517949,0.006304945629924835,0.007780447145662931
O1,11,ep,-3.671499934510792,-3.806139779973774,-3.57970790063739
O1,11,a,0.040156781979882455,0.02534789959394329,0.08225336071386287
O1,11,b,0.9922494225995553,0.940142271585396,0.9999891886226011
O1,11,n,1.5293135501393558,1.3943990371847756,1.8443886761334645
O2,11,k,0.007041238666404301,0.006304945629924835,0.007780447145662931
O2,11,ep,-2.2098638879279178,-2.2882315388135033,-2.087293389741374
O2,11,a,0.16735977251104903,0.1349335299231738,0.1921521934326326
O2,11,b,0.8365939401473186,0.8035102888601509,0.8734799525466879
O2,11,n,1.6928366865905302,1.4054462319197734,2.006502844180795
O3,11,k,0.006820082235657386,0.006304945629924835,0.007780447145662931
O3,11,ep,0.040741899768415656,-1.0045875074334245,1.4808575914534157
O3,11,a,0.9321755133380087,0.9162295864070376,0.9617476208464307
O3,11,b,0.058434719674645974,0.02212532948078727,0.07235356426900608
O3,11,n,45.008610313692266,38.34494193928098,47.9230294609956
O1,30,k,0.006571958629867196,0.006304945629924835,0.007780447145662931
O1,30,ep,-4.397762552143172,-4.475129356955296,-4.321455259321666
O1,30,a,0.009934832834153988,1.0020511635711275e-05,0.0259702500848841
O1,30,b,0.9211839061271303,0.8900548418298742,0.951743001951205
O1,30,n,1.4099047527687623,1.272723060502576,1.6039534847705261
O2,30,k,0.006475918822074589,0.006304945629924835,0.007780447145662931
O2,30,ep,-3.328664260960963,-3.4295453318358904,-3.2133469272552406
O2,30,a,0.0574373529412951,0.028361912997250112,0.08521015922595976
O2,30,b,0.903597016339815,0.861360316922958,0.9417019074389779
O2,30,n,1.5840241424377164,1.3697260247965337,1.8198208302871646
O3,30,k,0.006911232281099968,0.006304945629924835,0.007780447145662931
O3,30,ep,-0.817938755464927,-1.6222269912125,0.014190956322911126
O3,30,a,0.8529233278135985,0.8335307516565723,0.8846398549343599
O3,30,b,0.14438582426834268,0.0988532814124663,0.15569182830347938
O3,30,n,1.188296517962642,1.0060252228026874,50.65833925735112
O1,62,k,0.006651183829446354,0.006304945629924835,0.007780447145662931
O1,62,ep,-4.6399953085604135,-4.718234116165784,-4.550405084762616
O1,62,a,0.008402850063450273,9.335854626012128e-05,0.020971414967769057
O1,62,b,0.8401345310324686,0.8134244631832772,0.8704082522424688
O1,62,n,1.459454452950095,1.3008601320532853,1.6167804593450206
O2,62,k,0.006675255331428879,0.006304945629924835,0.007780447145662931
O2,62,ep,-3.5618785812671434,-3.6374477861884897,-3.4707145613115555
O2,62,a,0.03407445818819484,0.006389184499582952,0.0508022075334428
O2,62,b,0.9148646630902306,0.8863651816668783,0.9476167104158133
O2,62,n,1.5771185134779173,1.409742525948104,1.7418647260998
O3,62,k,0.0066217428607886954,0.006304945629924835,0.007780447145662931
O3,62,ep,-1.1265837738884297,-1.762505362080936,-0.14248791626792445
O3,62,a,0.7704102993341384,0.7530740823392467,0.802974708976356
O3,62,b,0.2224607836188881,0.1797857629412638,0.2305339389008274
O3,62,n,1.3031479546709865,1.0037169199762066,41.75527832043114
O1,130,k,0.0071819637618928,0.006304945629924835,0.007780447145662931
O1,130,ep,-4.9361824288756315,-5.055890901418499,-4.847037922836066
O1,130,a,0.006325031876105139,3.8125216733907436e-06,0.020690069760172087
O1,130,b,0.7368729560536444,0.7037001232100191,0.7658593811197292
O1,130,n,1.4622565724860224,1.2971669348682413,1.6427126972375752
O2,130,k,0.007606097214858471,0.006304945629924835,0.007780447145662931
O2,130,ep,-3.919461652691593,-3.9829306120917627,-3.850714591034122
O2,130,a,0.018661682035641135,0.002276948881503953,0.03503429516249624
