,date,username,operator,binding_energy,rbs,repressors,IPTG_uM,mean_YFP_A,mean_YFP_bgcorr_A,fold_change_A
43,20160812,nbellive,O2,-13.9,RBS1,610,50.0,7033.68956359,3658.61645379,0.195489279156
44,20160812,nbellive,O2,-13.9,RBS1027,130,50.0,12359.8418792,8984.76876937,0.480079284694
45,20160812,nbellive,O2,-13.9,RBS446,62,50.0,15415.5669932,12040.4938834,0.643354530239
46,20160812,nbellive,O2,-13.9,RBS1147,30,50.0,16539.2796329,13164.2065231,0.703397384327
47,20160812,nbellive,O2,-13.9,HG104,11,50.0,20847.8420978,17472.768988,0.93361494911
48,20160812,nbellive,O2,-13.9,auto,0,75.0,3315.4544983,0.0,0.0
49,20160812,nbellive,O2,-13.9,delta,0,75.0,22198.8154616,18883.3609633,1.0
50,20160812,nbellive,O2,-13.9,RBS1L,870,75.0,4814.43832422,1498.98382592,0.0793811985502
51,20160812,nbellive,O2,-13.9,RBS1,610,75.0,7434.32582123,4118.87132293,0.218121727956
52,20160812,nbellive,O2,-13.9,RBS1027,130,75.0,14815.5831615,11500.1286632,0.609008570325
53,20160812,nbellive,O2,-13.9,RBS446,62,75.0,18470.2093146,15154.7548163,0.802545417937
54,20160812,nbellive,O2,-13.9,RBS1147,30,75.0,19759.4684938,16444.0139955,0.870820296634
55,20160812,nbellive,O2,-13.9,HG104,11,75.0,20419.1950864,17103.7405881,0.905757223058
56,20160812,nbellive,O2,-13.9,auto,0,100.0,3334.55864135,0.0,0.0
57,20160812,nbellive,O2,-13.9,delta,0,100.0,21709.6335163,18375.0748749,1.0
58,20160812,nbellive,O2,-13.9,RBS1L,870,100.0,8215.70123931,4881.14259796,0.26563933106
59,20160812,nbellive,O2,-13.9,RBS1,610,100.0,9446.94287823,6112.38423688,0.332645405718
60,20160812,nbellive,O2,-13.9,RBS1027,130,100.0,16437.6736911,13103.1150498,0.713091790862
61,20160812,nbellive,O2,-13.9,RBS446,62,100.0,18608.2530939,15273.6944526,0.831218079738
62,20160812,nbellive,O2,-13.9,RBS1147,30,100.0,19408.9240382,16074.3653968,0.874791831121
63,20160812,nbellive,O2,-13.9,HG104,11,100.0,21021.2850096,17686.7263683,0.962539009429
64,20160812,nbellive,O2,-13.9,auto,0,250.0,3331.38627051,0.0,0.0
65,20160812,nbellive,O2,-13.9,delta,0,250.0,21585.308796,18253.9225255,1.0
66,20160812,nbellive,O2,-13.9,RBS1L,870,250.0,12818.0202291,9486.63395854,0.519703857913
67,20160812,nbellive,O2,-13.9,RBS1,610,250.0,14384.6077916,11053.2215211,0.605525826332
68,20160812,nbellive,O2,-13.9,RBS1027,130,250.0,19987.5299999,16656.1437293,0.912469290153
69,20160812,nbellive,O2,-13.9,RBS446,62,250.0,21224.3273093,17892.9410388,0.980224442925
70,20160812,nbellive,O2,-13.9,RBS1147,30,250.0,21215.9771953,17884.5909248,0.979767000751
71,20160812,nbellive,O2,-13.9,HG104,11,250.0,21096.8927403,17765.5064697,0.973243227308
72,20160812,nbellive,O2,-13.9,auto,0,500.0,3327.8770116,0.0,0.0
73,20160812,nbellive,O2,-13.9,delta,0,500.0,21309.0910323,17981.2140207,1.0
74,20160812,nbellive,O2,-13.9,RBS1L,870,500.0,14438.0841335,11110.2071219,0.617878587573
75,20160812,nbellive,O2,-13.9,RBS1,610,500.0,15149.3595419,11821.4825303,0.657435171881
76,20160812,nbellive,O2,-13.9,RBS1027,130,500.0,19318.1525402,15990.2755286,0.889276747956
77,20160812,nbellive,O2,-13.9,RBS446,62,500.0,20344.3521712,17016.4751596,0.946347401237
78,20160812,nbellive,O2,-13.9,RBS1147,30,500.0,20663.0852443,17335.2082327,0.964073294091
79,20160812,nbellive,O2,-13.9,HG104,11,500.0,21044.004564,17716.1275524,0.985257587838
80,20160812,nbellive,O2,-13.9,auto,0,1000.0,3283.95327405,0.0,0.0
81,20160812,nbellive,O2,-13.9,delta,0,1000.0,20964.407813,17680.454539,1.0
82,20160812,nbellive,O2,-13.9,RBS1L,870,1000.0,14897.0959531,11613.1426791,0.656835074769
83,20160812,nbellive,O2,-13.9,RBS1,610,1000.0,16028.8370734,12744.8837993,0.720845935904
84,20160812,nbellive,O2,-13.9,RBS1027,130,1000.0,19198.7247325,15914.7714585,0.900133614969
85,20160812,nbellive,O2,-13.9,RBS446,62,1000.0,19594.2771352,16310.3238612,0.922505913251
86,20160812,nbellive,O2,-13.9,RBS1147,30,1000.0,19285.7141411,16001.760867,0.905053703895
87,20160812,nbellive,O2,-13.9,HG104,11,1000.0,19688.3697626,16404.4164886,0.927827757619
88,20160812,nbellive,O2,-13.9,auto,0,5000.0,3186.53451495,0.0,0.0
89,20160812,nbellive,O2,-13.9,delta,0,5000.0,19708.0343677,16521.4998528,1.0
90,20160812,nbellive,O2,-13.9,RBS1L,870,5000.0,14590.9794038,11404.4448888,0.690279029775
91,20160812,nbellive,O2,-13.9,RBS1,610,5000.0,15589.5827227,12403.0482077,0.750721684971
92,20160812,nbellive,O2,-13.9,RBS1027,130,5000.0,17452.2563359,14265.7218209,0.863464089097
93,20160812,nbellive,O2,-13.9,RBS446,62,5000.0,18342.1664456,15155.6319307,0.917327849512
94,20160812,nbellive,O2,-13.9,RBS1147,30,5000.0,17695.4179363,14508.8834213,0.878181978066
95,20160812,nbellive,O2,-13.9,HG104,11,5000.0,17646.077021,14459.5425061,0.875195510994
0,20160812,gchure,O2,-13.9,auto,0,0.0,3339.21970166,0.0,0.0
1,20160812,gchure,O2,-13.9,delta,0,0.0,20316.6919385,16977.4722369,1.0
2,20160812,gchure,O2,-13.9,RBS1L,870,0.0,3469.08696094,129.86725928,0.00764938722725
3,20160812,gchure,O2,-13.9,RBS1,610,0.0,3493.93088517,154.71118351,0.00911273370684
4,20160812,gchure,O2,-13.9,RBS1027,130,0.0,3647.95144399,308.731742333,0.0181847885259
5,20160812,gchure,O2,-13.9,RBS446,62,0.0,3819.8907543,480.671052642,0.0283122861835
6,20160812,gchure,O2,-13.9,RBS1147,30,0.0,4018.14567107,678.925969414,0.0399898147346
7,20160812,gchure,O2,-13.9,HG104,11,0.0,6297.24425214,2958.02455048,0.174232330302
8,20160812,gchure,O2,-13.9,auto,0,0.1,3330.27443596,0.0,0.0
9,20160812,gchure,O2,-13.9,delta,0,0.1,20660.370263,17330.095827,1.0
10,20160812,gchure,O2,-13.9,RBS1L,870,0.1,3495.58846951,165.314033549,0.00953912980051
11,20160812,gchure,O2,-13.9,RBS1,610,0.1,3495.47228743,165.197851465,0.00953242573577
12,20160812,gchure,O2,-13.9,RBS1027,130,0.1,3554.46349176,224.1890558,0.0129364002391
13,20160812,gchure,O2,-13.9,RBS446,62,0.1,3772.74222399,442.467788022,0.0255317565718
14,20160812,gchure,O2,-13.9,RBS1147,30,0.1,4033.03460176,702.760165795,0.0405514298829
15,20160812,gchure,O2,-13.9,HG104,11,0.1,6271.76485685,2941.49042088,0.169733073045
16,20160812,gchure,O2,-13.9,auto,0,5.0,3323.98919629,0.0,0.0
17,20160812,gchure,O2,-13.9,delta,0,5.0,21021.6270874,17697.6378912,1.0
18,20160812,gchure,O2,-13.9,RBS1L,870,5.0,3655.19269807,331.203501783,0.018714559752
19,20160812,gchure,O2,-13.9,RBS1,610,5.0,3698.04329839,374.054102097,0.0211358207461
20,20160812,gchure,O2,-13.9,RBS1027,130,5.0,4023.93451927,699.945322985,0.0395502115757
21,20160812,gchure,O2,-13.9,RBS446,62,5.0,4475.23318259,1151.2439863,0.0650507143033
22,20160812,gchure,O2,-13.9,RBS1147,30,5.0,5283.81925524,1959.83005895,0.110739640567
23,20160812,gchure,O2,-13.9,HG104,11,5.0,10292.8113313,6968.82213505,0.39377131445
24,20160812,gchure,O2,-13.9,auto,0,10.0,3336.80217081,0.0,0.0
25,20160812,gchure,O2,-13.9,delta,0,10.0,21197.6487594,17860.8465885,1.0
26,20160812,gchure,O2,-13.9,RBS1L,870,10.0,3884.82008175,548.017910937,0.0306826391582
27,20160812,gchure,O2,-13.9,RBS1,610,10.0,3850.79281718,513.990646373,0.028777507484
28,20160812,gchure,O2,-13.9,RBS1027,130,10.0,4335.71606793,998.91389712,0.0559275783579
29,20160812,gchure,O2,-13.9,RBS446,62,10.0,4942.76906828,1605.96689747,0.0899154969787
30,20160812,gchure,O2,-13.9,RBS1147,30,10.0,6148.60985309,2811.80768228,0.15742857811
31,20160812,gchure,O2,-13.9,HG104,11,10.0,13613.6212152,10276.8190444,0.575382526997
32,20160812,gchure,O2,-13.9,auto,0,25.0,3400.07257221,0.0,0.0
33,20160812,gchure,O2,-13.9,delta,0,25.0,21313.8287754,17913.7562032,1.0
34,20160812,gchure,O2,-13.9,RBS1L,870,25.0,4237.72141841,837.648846204,0.0467600896598
35,20160812,gchure,O2,-13.9,RBS1,610,25.0,4441.12352747,1041.05095526,0.0581146099934
36,20160812,gchure,O2,-13.9,RBS1027,130,25.0,6401.82817734,3001.75560514,0.167567068073
37,20160812,gchure,O2,-13.9,RBS446,62,25.0,8640.38298825,5240.31041605,0.292529961702
38,20160812,gchure,O2,-13.9,RBS1147,30,25.0,11507.5782536,8107.50568143,0.452585465018
39,20160812,gchure,O2,-13.9,HG104,11,25.0,20861.5986968,17461.5261246,0.974755150545
40,20160812,gchure,O2,-13.9,auto,0,50.0,3296.00126111,0.0,0.0
41,20160812,gchure,O2,-13.9,delta,0,50.0,21036.1944123,17740.1931512,1.0
42,20160812,gchure,O2,-13.9,RBS1L,870,50.0,5771.11053121,2475.1092701,0.139519860297
43,20160812,gchure,O2,-13.9,RBS1,610,50.0,6099.04302049,2803.04175938,0.158005143207
44,20160812,gchure,O2,-13.9,RBS1027,130,50.0,10434.2829366,7138.28167546,0.402379027929
45,20160812,gchure,O2,-13.9,RBS446,62,50.0,13511.3093299,10215.3080688,0.575828458105
46,20160812,gchure,O2,-13.9,RBS1147,30,50.0,15330.701141,12034.6998799,0.678386068139
47,20160812,gchure,O2,-13.9,HG104,11,50.0,20438.0047159,17142.0034548,0.966280542082
48,20160812,gchure,O2,-13.9,auto,0,75.0,3391.63684312,0.0,0.0
49,20160812,gchure,O2,-13.9,delta,0,75.0,21057.0522802,17665.4154371,1.0
50,20160812,gchure,O2,-13.9,RBS1L,870,75.0,4394.65213462,1003.0152915,0.0567784717583
51,20160812,gchure,O2,-13.9,RBS1,610,75.0,4828.78366954,1437.14682641,0.0813536953902
52,20160812,gchure,O2,-13.9,RBS1027,130,75.0,9539.5390806,6147.90223748,0.348019114487
53,20160812,gchure,O2,-13.9,RBS446,62,75.0,14374.3103128,10982.6734696,0.621704794247
54,20160812,gchure,O2,-13.9,RBS1147,30,75.0,17920.0054652,14528.3686221,0.822418735287
55,20160812,gchure,O2,-13.9,HG104,11,75.0,20813.7970238,17422.1601807,0.986229859279
56,20160812,gchure,O2,-13.9,auto,0,100.0,3355.99108055,0.0,0.0
57,20160812,gchure,O2,-13.9,delta,0,100.0,21360.0937245,18004.1026439,1.0
58,20160812,gchure,O2,-13.9,RBS1L,870,100.0,8764.68557114,5408.69449059,0.300414555369
59,20160812,gchure,O2,-13.9,RBS1,610,100.0,9463.46119468,6107.47011413,0.339226577127
60,20160812,gchure,O2,-13.9,RBS1027,130,100.0,15299.972686,11943.9816054,0.663403327655
61,20160812,gchure,O2,-13.9,RBS446,62,100.0,17914.6859105,14558.69483,0.808632072253
62,20160812,gchure,O2,-13.9,RBS1147,30,100.0,18825.7640423,15469.7729617,0.859235990134
63,20160812,gchure,O2,-13.9,HG104,11,100.0,21130.0575138,17774.0664332,0.987223122683
64,20160812,gchure,O2,-13.9,auto,0,250.0,3325.09265808,0.0,0.0
65,20160812,gchure,O2,-13.9,delta,0,250.0,21362.3810743,18037.2884162,1.0
66,20160812,gchure,O2,-13.9,RBS1L,870,250.0,12034.9667608,8709.87410267,0.482881567433
67,20160812,gchure,O2,-13.9,RBS1,610,250.0,12042.8583964,8717.76573836,0.483319085286
68,20160812,gchure,O2,-13.9,RBS1027,130,250.0,17397.520269,14072.4276109,0.780185318666
69,20160812,gchure,O2,-13.9,RBS446,62,250.0,18737.1962021,15412.103544,0.854457897903
70,20160812,gchure,O2,-13.9,RBS1147,30,250.0,19597.8177859,16272.7251278,0.902171365914
71,20160812,gchure,O2,-13.9,HG104,11,250.0,21791.7434857,18466.6508277,1.02380415512
72,20160812,gchure,O2,-13.9,auto,0,500.0,3287.61582802,0.0,0.0
73,20160812,gchure,O2,-13.9,delta,0,500.0,20865.914377,17578.298549,1.0
74,20160812,gchure,O2,-13.9,RBS1L,870,500.0,15573.3971788,12285.7813507,0.698917549756
75,20160812,gchure,O2,-13.9,RBS1,610,500.0,15404.6967079,12117.0808799,0.689320462165
76,20160812,gchure,O2,-13.9,RBS1027,130,500.0,18513.8839651,15226.2681371,0.866196924275
77,20160812,gchure,O2,-13.9,RBS446,62,500.0,19390.1775548,16102.5617268,0.916047800753
78,20160812,gchure,O2,-13.9,RBS1147,30,500.0,19805.1189991,16517.503171,0.939653125415
79,20160812,gchure,O2,-13.9,HG104,11,500.0,21421.3682746,18133.7524466,1.03159884309
80,20160812,gchure,O2,-13.9,auto,0,1000.0,3278.53244674,0.0,0.0
81,20160812,gchure,O2,-13.9,delta,0,1000.0,19324.9033072,16046.3708605,1.0
82,20160812,gchure,O2,-13.9,RBS1L,870,1000.0,15359.8912207,12081.3587739,0.752902876232
83,20160812,gchure,O2,-13.9,RBS1,610,1000.0,15850.707314,12572.1748673,0.783490234434
84,20160812,gchure,O2,-13.9,RBS1027,130,1000.0,18553.1126828,15274.5802361,0.951902481185
85,20160812,gchure,O2,-13.9,RBS446,62,1000.0,18978.686905,15700.1544582,0.978424005948
86,20160812,gchure,O2,-13.9,RBS1147,30,1000.0,19123.2557727,15844.723326,0.987433449205
87,20160812,gchure,O2,-13.9,HG104,11,1000.0,20441.4697851,17162.9373384,1.06958373876
88,20160812,gchure,O2,-13.9,auto,0,5000.0,3215.92887344,0.0,0.0
89,20160812,gchure,O2,-13.9,delta,0,5000.0,19189.3690277,15973.4401542,1.0
90,20160812,gchure,O2,-13.9,RBS1L,870,5000.0,14426.3724265,11210.443553,0.701817732736
91,20160812,gchure,O2,-13.9,RBS1,610,5000.0,15451.3585809,12235.4297074,0.765985885902
92,20160812,gchure,O2,-13.9,RBS1027,130,5000.0,17445.8758386,14229.9469652,0.890850488546
93,20160812,gchure,O2,-13.9,RBS446,62,5000.0,18438.033115,15222.1042416,0.952963425197
94,20160812,gchure,O2,-13.9,RBS1147,30,5000.0,17899.5206625,14683.591789,0.919250433674
95,20160812,gchure,O2,-13.9,HG104,11,5000.0,18906.0012431,15690.0723696,0.982260065342
0,20160813,nbellive,O2,-13.9,auto,0,0.0,3426.4717309,0.0,0.0
1,20160813,nbellive,O2,-13.9,delta,0,0.0,23866.3447722,20439.8730413,1.0
2,20160813,nbellive,O2,-13.9,RBS1L,870,0.0,3464.8979343,38.4262033979,0.00187996291955
3,20160813,nbellive,O2,-13.9,RBS1,610,0.0,3499.63780943,73.1660785244,0.00357957597763
4,20160813,nbellive,O2,-13.9,RBS1027,130,0.0,3667.97607972,241.504348822,0.0118153546421
5,20160813,nbellive,O2,-13.9,RBS446,62,0.0,3887.67816065,461.206429744,0.0225640555013
6,20160813,nbellive,O2,-13.9,RBS1147,30,0.0,4378.73319676,952.261465862,0.0465884237117
7,20160813,nbellive,O2,-13.9,HG104,11,0.0,6029.52034246,2603.04861156,0.127351505868
8,20160813,nbellive,O2,-13.9,auto,0,0.1,3386.69571191,0.0,0.0
9,20160813,nbellive,O2,-13.9,delta,0,0.1,23318.5216438,19931.8259319,1.0
10,20160813,nbellive,O2,-13.9,RBS1L,870,0.1,3443.73244645,57.0367345392,0.00286159104209
11,20160813,nbellive,O2,-13.9,RBS1,610,0.1,3438.73508523,52.0393733161,0.00261086834161
12,20160813,nbellive,O2,-13.9,RBS1027,130,0.1,3549.42240283,162.72669092,0.0081641637588
13,20160813,nbellive,O2,-13.9,RBS446,62,0.1,3834.50669097,447.81097906,0.0224671327449
14,20160813,nbellive,O2,-13.9,RBS1147,30,0.1,4228.52714295,841.831431043,0.0422355399811
15,20160813,nbellive,O2,-13.9,HG104,11,0.1,6003.13969017,2616.44397826,0.131269658244
16,20160813,nbellive,O2,-13.9,auto,0,5.0,3315.78347146,0.0,0.0
17,20160813,nbellive,O2,-13.9,delta,0,5.0,23071.0562952,19755.2728238,1.0
18,20160813,nbellive,O2,-13.9,RBS1L,870,5.0,3488.37786334,172.594391885,0.00873662406107
19,20160813,nbellive,O2,-13.9,RBS1,610,5.0,3507.07674153,191.293270073,0.00968315000151
20,20160813,nbellive,O2,-13.9,RBS1027,130,5.0,3917.38970387,601.606232411,0.0304529447797
21,20160813,nbellive,O2,-13.9,RBS446,62,5.0,4263.59397857,947.810507111,0.0479775964405
22,20160813,nbellive,O2,-13.9,RBS1147,30,5.0,5079.37389297,1763.59042152,0.0892718838788
23,20160813,nbellive,O2,-13.9,HG104,11,5.0,8700.09559011,5384.31211865,0.272550633275
24,20160813,nbellive,O2,-13.9,auto,0,10.0,3333.20460533,0.0,0.0
25,20160813,nbellive,O2,-13.9,delta,0,10.0,23672.6164682,20339.4118629,1.0
26,20160813,nbellive,O2,-13.9,RBS1L,870,10.0,3578.73383009,245.529224768,0.0120715990424
27,20160813,nbellive,O2,-13.9,RBS1,610,10.0,3670.89078387,337.686178544,0.0166025537425
28,20160813,nbellive,O2,-13.9,RBS1027,130,10.0,4353.51801637,1020.31341104,0.050164351748
29,20160813,nbellive,O2,-13.9,RBS446,62,10.0,5399.46451859,2066.25991326,0.101588970575
30,20160813,nbellive,O2,-13.9,RBS1147,30,10.0,6893.67247469,3560.46786937,0.17505264623
31,20160813,nbellive,O2,-13.9,HG104,11,10.0,13861.5637683,10528.359163,0.517633412112
32,20160813,nbellive,O2,-13.9,auto,0,25.0,3328.05371715,0.0,0.0
33,20160813,nbellive,O2,-13.9,delta,0,25.0,24578.023626,21249.9699089,1.0
34,20160813,nbellive,O2,-13.9,RBS1L,870,25.0,5043.73174428,1715.67802713,0.0807379038412
35,20160813,nbellive,O2,-13.9,RBS1,610,25.0,5009.80823005,1681.7545129,0.0791415009108
36,20160813,nbellive,O2,-13.9,RBS1027,130,25.0,7706.5340411,4378.48032395,0.206046424664
37,20160813,nbellive,O2,-13.9,RBS446,62,25.0,9212.59343104,5884.5397139,0.276919908081
38,20160813,nbellive,O2,-13.9,RBS1147,30,25.0,10132.5768494,6804.52313222,0.32021330672
39,20160813,nbellive,O2,-13.9,HG104,11,25.0,15980.1444455,12652.0907284,0.595393347973
40,20160813,nbellive,O2,-13.9,auto,0,50.0,3289.45683555,0.0,0.0
41,20160813,nbellive,O2,-13.9,delta,0,50.0,23758.7914887,20469.3346531,1.0
42,20160813,nbellive,O2,-13.9,RBS1L,870,50.0,6455.95800891,3166.50117336,0.154694875384
43,20160813,nbellive,O2,-13.9,RBS1,610,50.0,6499.29604452,3209.83920896,0.156812092985
44,20160813,nbellive,O2,-13.9,RBS1027,130,50.0,10680.2447728,7390.78793726,0.361066349371
45,20160813,nbellive,O2,-13.9,RBS446,62,50.0,12382.1806093,9092.72377373,0.444211984796
46,20160813,nbellive,O2,-13.9,RBS1147,30,50.0,15128.2438884,11838.7870528,0.578366969589
47,20160813,nbellive,O2,-13.9,HG104,11,50.0,19758.6336907,16469.1768552,0.804578025335
48,20160813,nbellive,O2,-13.9,auto,0,75.0,3243.64895303,0.0,0.0
49,20160813,nbellive,O2,-13.9,delta,0,75.0,22896.4823056,19652.8333526,1.0
50,20160813,nbellive,O2,-13.9,RBS1L,870,75.0,8995.10513092,5751.45617789,0.292652772998
51,20160813,nbellive,O2,-13.9,RBS1,610,75.0,8946.73099003,5703.082037,0.290191339574
52,20160813,nbellive,O2,-13.9,RBS1027,130,75.0,13768.2560751,10524.607122,0.535526197837
53,20160813,nbellive,O2,-13.9,RBS446,62,75.0,14870.3952079,11626.7462549,0.591606617037
54,20160813,nbellive,O2,-13.9,RBS1147,30,75.0,16473.0195101,13229.3705571,0.673153347396
55,20160813,nbellive,O2,-13.9,HG104,11,75.0,20691.4744981,17447.8255451,0.887802040146
56,20160813,nbellive,O2,-13.9,auto,0,100.0,3276.79874654,0.0,0.0
57,20160813,nbellive,O2,-13.9,delta,0,100.0,23732.980959,20456.1822125,1.0
58,20160813,nbellive,O2,-13.9,RBS1L,870,100.0,9973.19514571,6696.39639917,0.32735318495
59,20160813,nbellive,O2,-13.9,RBS1,610,100.0,10088.8278856,6812.02913911,0.333005888799
60,20160813,nbellive,O2,-13.9,RBS1027,130,100.0,15652.1587281,12375.3599815,0.604969189898
61,20160813,nbellive,O2,-13.9,RBS446,62,100.0,17363.1356385,14086.336892,0.688610257069
62,20160813,nbellive,O2,-13.9,RBS1147,30,100.0,18831.3004892,15554.5017427,0.760381462243
63,20160813,nbellive,O2,-13.9,HG104,11,100.0,21892.2892896,18615.490543,0.910017829801
64,20160813,nbellive,O2,-13.9,auto,0,500.0,3359.66571081,0.0,0.0
65,20160813,nbellive,O2,-13.9,delta,0,500.0,23909.6341922,20549.9684814,1.0
66,20160813,nbellive,O2,-13.9,RBS1L,870,500.0,14463.4694269,11103.8037161,0.540331909808
67,20160813,nbellive,O2,-13.9,RBS1,610,500.0,15790.7393707,12431.0736599,0.604919354069
68,20160813,nbellive,O2,-13.9,RBS1027,130,500.0,19332.2170683,15972.5513575,0.777254299535
69,20160813,nbellive,O2,-13.9,RBS446,62,500.0,21614.7122806,18255.0465698,0.888324796523
70,20160813,nbellive,O2,-13.9,RBS1147,30,500.0,22478.8496899,19119.1839791,0.930375343219
71,20160813,nbellive,O2,-13.9,HG104,11,500.0,23928.8392776,20569.1735668,1.00093455547
72,20160813,nbellive,O2,-13.9,auto,0,1000.0,3281.81800512,0.0,0.0
73,20160813,nbellive,O2,-13.9,delta,0,1000.0,22702.0824316,19420.2644265,1.0
74,20160813,nbellive,O2,-13.9,RBS1L,870,1000.0,15045.6724992,11763.8544941,0.605751509647
75,20160813,nbellive,O2,-13.9,RBS1,610,1000.0,15829.4005379,12547.5825328,0.646107707765
76,20160813,nbellive,O2,-13.9,RBS1027,130,1000.0,18435.9254593,15154.1074542,0.780324465281
77,20160813,nbellive,O2,-13.9,RBS446,62,1000.0,20362.6110971,17080.7930919,0.879534527277
78,20160813,nbellive,O2,-13.9,RBS1147,30,1000.0,21190.2169981,17908.3989929,0.922150110814
79,20160813,nbellive,O2,-13.9,HG104,11,1000.0,22617.2026177,19335.3846126,0.995629317294
80,20160813,nbellive,O2,-13.9,auto,0,5000.0,3264.86743364,0.0,0.0
81,20160813,nbellive,O2,-13.9,delta,0,5000.0,21004.6275372,17739.7601036,1.0
82,20160813,nbellive,O2,-13.9,RBS1L,870,5000.0,13635.0876539,10370.2202203,0.584574997616
83,20160813,nbellive,O2,-13.9,RBS1,610,5000.0,13198.8995905,9934.0321569,0.559986837415
84,20160813,nbellive,O2,-13.9,RBS1027,130,5000.0,14785.8026958,11520.9352622,0.649441435222
85,20160813,nbellive,O2,-13.9,RBS446,62,5000.0,16928.0148787,13663.1474451,0.770199110095
86,20160813,nbellive,O2,-13.9,RBS1147,30,5000.0,18467.2120936,15202.34466,0.856964500714
87,20160813,nbellive,O2,-13.9,HG104,11,5000.0,20216.1869327,16951.319499,0.955555170984
0,20160813,mrazomej,O2,-13.9,auto,0,0.0,3180.24871923,0.0,0.0
1,20160813,mrazomej,O2,-13.9,delta,0,0.0,19811.544728,16631.2960088,1.0
2,20160813,mrazomej,O2,-13.9,RBS1L,870,0.0,3251.49847143,71.2497521979,0.00428407696912
3,20160813,mrazomej,O2,-13.9,RBS1,610,0.0,3306.73557065,126.486851419,0.00760535146221
4,20160813,mrazomej,O2,-13.9,RBS1027,130,0.0,3426.06294484,245.814225602,0.0147802207039
5,20160813,mrazomej,O2,-13.9,RBS446,62,0.0,3624.09602987,443.847310637,0.0266874758529
6,20160813,mrazomej,O2,-13.9,RBS1147,30,0.0,3972.12137754,791.872658302,0.047613406549
7,20160813,mrazomej,O2,-13.9,HG104,11,0.0,5635.69335008,2455.44463085,0.147640005298
8,20160813,mrazomej,O2,-13.9,auto,0,0.1,3291.66594439,0.0,0.0
9,20160813,mrazomej,O2,-13.9,delta,0,0.1,20485.1145119,17193.4485675,1.0
10,20160813,mrazomej,O2,-13.9,RBS1L,870,0.1,3278.25300493,-13.4129394561,-0.000780119206649
11,20160813,mrazomej,O2,-13.9,RBS1,610,0.1,3355.91966539,64.2537209991,0.00373710490637
12,20160813,mrazomej,O2,-13.9,RBS1027,130,0.1,3489.66818647,198.002242083,0.0115161447283
13,20160813,mrazomej,O2,-13.9,RBS446,62,0.1,3688.09780537,396.431860982,0.0230571464139
14,20160813,mrazomej,O2,-13.9,RBS1147,30,0.1,4074.29965836,782.63371397,0.0455192982894
15,20160813,mrazomej,O2,-13.9,HG104,11,0.1,5817.29851329,2525.63256891,0.146895054764
16,20160813,mrazomej,O2,-13.9,auto,0,5.0,3295.68793904,0.0,0.0
17,20160813,mrazomej,O2,-13.9,delta,0,5.0,20376.3652572,17080.6773181,1.0
18,20160813,mrazomej,O2,-13.9,RBS1L,870,5.0,3473.94435485,178.256415802,0.0104361444504
19,20160813,mrazomej,O2,-13.9,RBS1,610,5.0,3554.92007683,259.232137782,0.0151769237808
20,20160813,mrazomej,O2,-13.9,RBS1027,130,5.0,3846.18672181,550.498782771,0.0322293298162
21,20160813,mrazomej,O2,-13.9,RBS446,62,5.0,4336.39341181,1040.70547277,0.0609288175979
22,20160813,mrazomej,O2,-13.9,RBS1147,30,5.0,5076.06867266,1780.38073362,0.104233614421
23,20160813,mrazomej,O2,-13.9,HG104,11,5.0,8534.75190346,5239.06396441,0.306724602709
24,20160813,mrazomej,O2,-13.9,auto,0,10.0,3282.87328529,0.0,0.0
25,20160813,mrazomej,O2,-13.9,delta,0,10.0,20705.5965032,17422.7232179,1.0
26,20160813,mrazomej,O2,-13.9,RBS1L,870,10.0,3825.51777429,542.644488999,0.0311457905984
27,20160813,mrazomej,O2,-13.9,RBS1,610,10.0,3866.79483916,583.921553862,0.033514941755
28,20160813,mrazomej,O2,-13.9,RBS1027,130,10.0,4677.21594349,1394.34265819,0.0800301216263
29,20160813,mrazomej,O2,-13.9,RBS446,62,10.0,5433.51839187,2150.64510658,0.123439090415
30,20160813,mrazomej,O2,-13.9,RBS1147,30,10.0,6493.10996082,3210.23667553,0.18425573519
31,20160813,mrazomej,O2,-13.9,HG104,11,10.0,10606.271935,7323.39864972,0.420336049544
32,20160813,mrazomej,O2,-13.9,auto,0,25.0,3257.26279569,0.0,0.0
33,20160813,mrazomej,O2,-13.9,delta,0,25.0,21533.7948442,18276.5320486,1.0
34,20160813,mrazomej,O2,-13.9,RBS1L,870,25.0,3782.26649378,525.003698093,0.0287255643849
35,20160813,mrazomej,O2,-13.9,RBS1,610,25.0,4102.18617141,844.92337572,0.0462299616511
36,20160813,mrazomej,O2,-13.9,RBS1027,130,25.0,6810.60053108,3553.33773539,0.194420786501
37,20160813,mrazomej,O2,-13.9,RBS446,62,25.0,10079.7994978,6822.5367021,0.373294927286
38,20160813,mrazomej,O2,-13.9,RBS1147,30,25.0,13134.7362007,9877.47340504,0.540445713596
39,20160813,mrazomej,O2,-13.9,HG104,11,25.0,18418.1641277,15160.901332,0.829528342232
40,20160813,mrazomej,O2,-13.9,auto,0,50.0,3292.88437793,0.0,0.0
41,20160813,mrazomej,O2,-13.9,delta,0,50.0,21296.2660417,18003.3816638,1.0
42,20160813,mrazomej,O2,-13.9,RBS1L,870,50.0,6475.00719717,3182.12281924,0.176751394747
43,20160813,mrazomej,O2,-13.9,RBS1,610,50.0,6968.20640831,3675.32203038,0.204146204253
