,date,username,operator,binding_energy,rbs,repressors,IPTG_uM,mean_YFP_A,mean_YFP_bgcorr_A,fold_change_A
86,20160902,sbarnes,O3,-9.7,RBS1147,30,500.0,31042.4343392,27891.729526,0.987215895786
87,20160902,sbarnes,O3,-9.7,HG104,11,500.0,31676.7689184,28526.0641052,1.00966789824
88,20160902,sbarnes,O3,-9.7,auto,0,1000.0,3115.67686191,0.0,0.0
89,20160902,sbarnes,O3,-9.7,delta,0,1000.0,30769.2627021,27653.5858402,1.0
90,20160902,sbarnes,O3,-9.7,RBS1L,870,1000.0,29384.2976335,26268.6207716,0.94991734249
91,20160902,sbarnes,O3,-9.7,RBS1,610,1000.0,30146.9873019,27031.31044,0.977497478852
92,20160902,sbarnes,O3,-9.7,RBS1027,130,1000.0,29901.8307752,26786.1539133,0.968632208066
93,20160902,sbarnes,O3,-9.7,RBS446,62,1000.0,30870.4138272,27754.7369652,1.00365779417
94,20160902,sbarnes,O3,-9.7,RBS1147,30,1000.0,30677.3783984,27561.7015365,0.996677309619
95,20160902,sbarnes,O3,-9.7,HG104,11,1000.0,29300.8739368,26185.1970749,0.946900601833
0,20160902,mrazomej,O3,-9.7,auto,0,0.0,3051.2776662,0.0,0.0
1,20160902,mrazomej,O3,-9.7,delta,0,0.0,29432.3063569,26381.0286907,1.0
2,20160902,mrazomej,O3,-9.7,RBS1L,870,0.0,8405.46755627,5354.18989008,0.20295606941
3,20160902,mrazomej,O3,-9.7,RBS1,610,0.0,9552.47018502,6501.19251882,0.24643438264
4,20160902,mrazomej,O3,-9.7,RBS1027,130,0.0,20053.5549951,17002.2773289,0.644488792618
5,20160902,mrazomej,O3,-9.7,RBS446,62,0.0,24616.3049896,21565.0273234,0.817444519554
6,20160902,mrazomej,O3,-9.7,RBS1147,30,0.0,25735.115664,22683.8379978,0.859854187785
7,20160902,mrazomej,O3,-9.7,HG104,11,0.0,28057.5978453,25006.3201791,0.947890261303
8,20160902,mrazomej,O3,-9.7,auto,0,0.1,3080.78392171,0.0,0.0
9,20160902,mrazomej,O3,-9.7,delta,0,0.1,30120.8923867,27040.108465,1.0
10,20160902,mrazomej,O3,-9.7,RBS1L,870,0.1,8434.85747118,5354.07354947,0.198004884352
11,20160902,mrazomej,O3,-9.7,RBS1,610,0.1,9627.7020762,6546.91815449,0.242118783028
12,20160902,mrazomej,O3,-9.7,RBS1027,130,0.1,20434.2576619,17353.4737402,0.641767904246
13,20160902,mrazomej,O3,-9.7,RBS446,62,0.1,24846.0093527,21765.225431,0.804923747225
14,20160902,mrazomej,O3,-9.7,RBS1147,30,0.1,27013.3595281,23932.5756064,0.885076908527
15,20160902,mrazomej,O3,-9.7,HG104,11,0.1,28539.6497652,25458.8658435,0.941522326971
16,20160902,mrazomej,O3,-9.7,auto,0,1.0,3060.43800197,0.0,0.0
17,20160902,mrazomej,O3,-9.7,delta,0,1.0,29538.7880262,26478.3500243,1.0
18,20160902,mrazomej,O3,-9.7,RBS1L,870,1.0,9055.93474544,5995.49674347,0.226430149083
19,20160902,mrazomej,O3,-9.7,RBS1,610,1.0,10856.7386762,7796.30067425,0.29444057757
20,20160902,mrazomej,O3,-9.7,RBS1027,130,1.0,21142.8611064,18082.4231045,0.68291351568
21,20160902,mrazomej,O3,-9.7,RBS446,62,1.0,25063.1173435,22002.6793415,0.830968671437
22,20160902,mrazomej,O3,-9.7,RBS1147,30,1.0,26634.6307214,23574.1927195,0.890319551553
23,20160902,mrazomej,O3,-9.7,HG104,11,1.0,27836.9513003,24776.5132984,0.935727236617
24,20160902,mrazomej,O3,-9.7,auto,0,5.0,3067.11453217,0.0,0.0
25,20160902,mrazomej,O3,-9.7,delta,0,5.0,30227.666064,27160.5515319,1.0
26,20160902,mrazomej,O3,-9.7,RBS1L,870,5.0,13726.932452,10659.8179198,0.392474280477
27,20160902,mrazomej,O3,-9.7,RBS1,610,5.0,15657.5809221,12590.4663899,0.463557095855
28,20160902,mrazomej,O3,-9.7,RBS1027,130,5.0,25880.4475536,22813.3330214,0.839943658531
29,20160902,mrazomej,O3,-9.7,RBS446,62,5.0,28268.9499611,25201.835429,0.92788378761
30,20160902,mrazomej,O3,-9.7,RBS1147,30,5.0,28873.0121268,25805.8975946,0.950124211002
31,20160902,mrazomej,O3,-9.7,HG104,11,5.0,29356.1911836,26289.0766514,0.96791394757
32,20160902,mrazomej,O3,-9.7,auto,0,10.0,3029.85018394,0.0,0.0
33,20160902,mrazomej,O3,-9.7,delta,0,10.0,30365.3811041,27335.5309202,1.0
34,20160902,mrazomej,O3,-9.7,RBS1L,870,10.0,19471.624603,16441.7744191,0.601479973705
35,20160902,mrazomej,O3,-9.7,RBS1,610,10.0,22089.5778208,19059.7276368,0.697251050016
36,20160902,mrazomej,O3,-9.7,RBS1027,130,10.0,28795.2529452,25765.4027613,0.942560904945
37,20160902,mrazomej,O3,-9.7,RBS446,62,10.0,29868.4466902,26838.5965063,0.981820934251
38,20160902,mrazomej,O3,-9.7,RBS1147,30,10.0,30055.5125986,27025.6624147,0.988664258748
39,20160902,mrazomej,O3,-9.7,HG104,11,10.0,29678.7721857,26648.9220018,0.974882180982
40,20160902,mrazomej,O3,-9.7,auto,0,25.0,3074.31066506,0.0,0.0
41,20160902,mrazomej,O3,-9.7,delta,0,25.0,30564.801725,27490.4910599,1.0
42,20160902,mrazomej,O3,-9.7,RBS1L,870,25.0,25009.3703966,21935.0597316,0.797914438259
43,20160902,mrazomej,O3,-9.7,RBS1,610,25.0,26433.9053326,23359.5946676,0.84973362668
44,20160902,mrazomej,O3,-9.7,RBS1027,130,25.0,30022.9781211,26948.667456,0.980290508353
45,20160902,mrazomej,O3,-9.7,RBS446,62,25.0,30267.4201101,27193.109445,0.989182382581
46,20160902,mrazomej,O3,-9.7,RBS1147,30,25.0,30012.1243753,26937.8137102,0.979895690166
47,20160902,mrazomej,O3,-9.7,HG104,11,25.0,29938.3506847,26864.0400196,0.977212082573
48,20160902,mrazomej,O3,-9.7,auto,0,50.0,3083.68672719,0.0,0.0
49,20160902,mrazomej,O3,-9.7,delta,0,50.0,31873.766804,28790.0800768,1.0
50,20160902,mrazomej,O3,-9.7,RBS1L,870,50.0,30345.4379923,27261.7512651,0.946914742592
51,20160902,mrazomej,O3,-9.7,RBS1,610,50.0,30451.8209189,27368.1341917,0.950609866963
52,20160902,mrazomej,O3,-9.7,RBS1027,130,50.0,31153.0253655,28069.3386383,0.974965632724
53,20160902,mrazomej,O3,-9.7,RBS446,62,50.0,31383.3064341,28299.6197069,0.982964258224
54,20160902,mrazomej,O3,-9.7,RBS1147,30,50.0,30841.9109572,27758.22423,0.964159326961
55,20160902,mrazomej,O3,-9.7,HG104,11,50.0,31585.9626921,28502.2759649,0.990003358407
56,20160902,mrazomej,O3,-9.7,auto,0,75.0,3106.5172941,0.0,0.0
57,20160902,mrazomej,O3,-9.7,delta,0,75.0,32024.2663615,28917.7490675,1.0
58,20160902,mrazomej,O3,-9.7,RBS1L,870,75.0,30286.3147061,27179.797412,0.939900175099
59,20160902,mrazomej,O3,-9.7,RBS1,610,75.0,31411.2721255,28304.7548314,0.978802145539
60,20160902,mrazomej,O3,-9.7,RBS1027,130,75.0,31794.0921531,28687.574859,0.992040382953
61,20160902,mrazomej,O3,-9.7,RBS446,62,75.0,31917.7392181,28811.221924,0.996316202095
62,20160902,mrazomej,O3,-9.7,RBS1147,30,75.0,31968.9055665,28862.3882725,0.998085577309
63,20160902,mrazomej,O3,-9.7,HG104,11,75.0,31973.3856264,28866.8683323,0.998240501535
64,20160902,mrazomej,O3,-9.7,auto,0,100.0,3170.68361433,0.0,0.0
65,20160902,mrazomej,O3,-9.7,delta,0,100.0,33428.2778777,30257.5942633,1.0
66,20160902,mrazomej,O3,-9.7,RBS1L,870,100.0,32945.4818722,29774.7982579,0.984043807275
67,20160902,mrazomej,O3,-9.7,RBS1,610,100.0,33247.5226526,30076.8390383,0.994026120403
68,20160902,mrazomej,O3,-9.7,RBS1027,130,100.0,33111.9321951,29941.2485808,0.989544916236
69,20160902,mrazomej,O3,-9.7,RBS446,62,100.0,33148.4128904,29977.729276,0.990750586949
70,20160902,mrazomej,O3,-9.7,RBS1147,30,100.0,33299.5155934,30128.8319791,0.995744463916
71,20160902,mrazomej,O3,-9.7,HG104,11,100.0,33378.3652163,30207.681602,0.998350408796
72,20160902,mrazomej,O3,-9.7,auto,0,250.0,3186.82164088,0.0,0.0
73,20160902,mrazomej,O3,-9.7,delta,0,250.0,34423.7913833,31236.9697424,1.0
74,20160902,mrazomej,O3,-9.7,RBS1L,870,250.0,35905.2859042,32718.4642633,1.04742760047
75,20160902,mrazomej,O3,-9.7,RBS1,610,250.0,34995.8631885,31809.0415477,1.0183139341
76,20160902,mrazomej,O3,-9.7,RBS1027,130,250.0,34340.0198166,31153.1981758,0.997318191638
77,20160902,mrazomej,O3,-9.7,RBS446,62,250.0,34864.7691275,31677.9474866,1.01411717423
78,20160902,mrazomej,O3,-9.7,RBS1147,30,250.0,34354.9945558,31168.1729149,0.997797583183
79,20160902,mrazomej,O3,-9.7,HG104,11,250.0,34194.3750061,31007.5533652,0.992655613553
80,20160902,mrazomej,O3,-9.7,auto,0,500.0,3232.04655311,0.0,0.0
81,20160902,mrazomej,O3,-9.7,delta,0,500.0,35208.7098227,31976.6632696,1.0
82,20160902,mrazomej,O3,-9.7,RBS1L,870,500.0,35632.8854446,32400.8388915,1.0132651621
83,20160902,mrazomej,O3,-9.7,RBS1,610,500.0,35640.7989962,32408.7524431,1.01351264107
84,20160902,mrazomej,O3,-9.7,RBS1027,130,500.0,35330.625911,32098.5793579,1.00381265823
85,20160902,mrazomej,O3,-9.7,RBS446,62,500.0,35116.4597931,31884.41324,0.997115082682
86,20160902,mrazomej,O3,-9.7,RBS1147,30,500.0,35888.8503133,32656.8037602,1.02126990189
87,20160902,mrazomej,O3,-9.7,HG104,11,500.0,35438.6610519,32206.6144988,1.00719122027
88,20160902,mrazomej,O3,-9.7,auto,0,1000.0,3232.04655311,0.0,0.0
89,20160902,mrazomej,O3,-9.7,delta,0,1000.0,36638.9628311,33406.916278,1.0
90,20160902,mrazomej,O3,-9.7,RBS1L,870,1000.0,40762.1793917,37530.1328386,1.12342403969
91,20160902,mrazomej,O3,-9.7,RBS1,610,1000.0,39949.1794964,36717.1329433,1.09908776487
92,20160902,mrazomej,O3,-9.7,RBS1027,130,1000.0,37564.7293629,34332.6828098,1.02771182243
93,20160902,mrazomej,O3,-9.7,RBS446,62,1000.0,38616.5078892,35384.4613361,1.05919567798
94,20160902,mrazomej,O3,-9.7,RBS1147,30,1000.0,37351.9593026,34119.9127495,1.02134278021
95,20160902,mrazomej,O3,-9.7,HG104,11,1000.0,35995.8888232,32763.8422701,0.980750273311
0,20160903,mrazomej,O3,-9.7,auto,0,0.0,3086.30197149,0.0,0.0
1,20160903,mrazomej,O3,-9.7,delta,0,0.0,27396.1173358,24309.8153643,1.0
2,20160903,mrazomej,O3,-9.7,RBS1L,870,0.0,8325.97087406,5239.66890258,0.215537173938
3,20160903,mrazomej,O3,-9.7,RBS1,610,0.0,9520.69171454,6434.38974305,0.264682789508
4,20160903,mrazomej,O3,-9.7,RBS1027,130,0.0,20744.6331441,17658.3311726,0.726386889739
5,20160903,mrazomej,O3,-9.7,RBS446,62,0.0,24760.5088413,21674.2068698,0.891582537548
6,20160903,mrazomej,O3,-9.7,RBS1147,30,0.0,25954.7588964,22868.4569249,0.940708787058
7,20160903,mrazomej,O3,-9.7,HG104,11,0.0,27357.2289637,24270.9269922,0.998400301626
8,20160903,mrazomej,O3,-9.7,auto,0,0.1,3007.38895897,0.0,0.0
9,20160903,mrazomej,O3,-9.7,delta,0,0.1,28839.0921679,25831.7032089,1.0
10,20160903,mrazomej,O3,-9.7,RBS1L,870,0.1,8301.18549717,5293.79653819,0.204934087984
11,20160903,mrazomej,O3,-9.7,RBS1,610,0.1,9679.35115239,6671.96219342,0.258285802506
12,20160903,mrazomej,O3,-9.7,RBS1027,130,0.1,20596.9005499,17589.5115909,0.680927287242
13,20160903,mrazomej,O3,-9.7,RBS446,62,0.1,25387.0556288,22379.6666698,0.866364346511
14,20160903,mrazomej,O3,-9.7,RBS1147,30,0.1,26185.9801837,23178.5912247,0.897292409923
15,20160903,mrazomej,O3,-9.7,HG104,11,0.1,28210.3881187,25202.9991597,0.975661533266
16,20160903,mrazomej,O3,-9.7,auto,0,1.0,3026.99935686,0.0,0.0
17,20160903,mrazomej,O3,-9.7,delta,0,1.0,29023.1254456,25996.1260887,1.0
18,20160903,mrazomej,O3,-9.7,RBS1L,870,1.0,8627.01191288,5600.01255602,0.215417194735
19,20160903,mrazomej,O3,-9.7,RBS1,610,1.0,9968.42096596,6941.4216091,0.267017538898
20,20160903,mrazomej,O3,-9.7,RBS1027,130,1.0,21370.9811097,18343.9817528,0.705642898108
21,20160903,mrazomej,O3,-9.7,RBS446,62,1.0,26185.0800526,23158.0806957,0.890828141727
22,20160903,mrazomej,O3,-9.7,RBS1147,30,1.0,26318.163811,23291.1644541,0.895947510587
23,20160903,mrazomej,O3,-9.7,HG104,11,1.0,28166.2838832,25139.2845263,0.967039644312
24,20160903,mrazomej,O3,-9.7,auto,0,5.0,3025.86491332,0.0,0.0
25,20160903,mrazomej,O3,-9.7,delta,0,5.0,29483.8194527,26457.9545394,1.0
26,20160903,mrazomej,O3,-9.7,RBS1L,870,5.0,9727.94420093,6702.07928762,0.253310560257
27,20160903,mrazomej,O3,-9.7,RBS1,610,5.0,11545.4926883,8519.62777501,0.322006289728
28,20160903,mrazomej,O3,-9.7,RBS1027,130,5.0,24524.9599457,21499.0950324,0.812575855039
29,20160903,mrazomej,O3,-9.7,RBS446,62,5.0,28641.3371048,25615.4721915,0.968157691608
30,20160903,mrazomej,O3,-9.7,RBS1147,30,5.0,28293.2649826,25267.4000693,0.955002021478
31,20160903,mrazomej,O3,-9.7,HG104,11,5.0,29272.079617,26246.2147037,0.991997119984
32,20160903,mrazomej,O3,-9.7,auto,0,10.0,3064.41368287,0.0,0.0
33,20160903,mrazomej,O3,-9.7,delta,0,10.0,29838.6270545,26774.2133716,1.0
34,20160903,mrazomej,O3,-9.7,RBS1L,870,10.0,9431.73275446,6367.31907159,0.237815355514
35,20160903,mrazomej,O3,-9.7,RBS1,610,10.0,11720.1292304,8655.7155475,0.323285522056
36,20160903,mrazomej,O3,-9.7,RBS1027,130,10.0,25765.9895974,22701.5759145,0.847889556993
37,20160903,mrazomej,O3,-9.7,RBS446,62,10.0,29578.6687805,26514.2550976,0.990290722256
38,20160903,mrazomej,O3,-9.7,RBS1147,30,10.0,29682.0363257,26617.6226428,0.994151434941
39,20160903,mrazomej,O3,-9.7,HG104,11,10.0,30332.1682325,27267.7545496,1.01843345203
40,20160903,mrazomej,O3,-9.7,auto,0,25.0,3061.36494804,0.0,0.0
41,20160903,mrazomej,O3,-9.7,delta,0,25.0,30852.7935631,27791.4286151,1.0
42,20160903,mrazomej,O3,-9.7,RBS1L,870,25.0,13642.1906057,10580.8256576,0.380722625101
43,20160903,mrazomej,O3,-9.7,RBS1,610,25.0,18231.5591096,15170.1941615,0.545858738377
44,20160903,mrazomej,O3,-9.7,RBS1027,130,25.0,29170.8449733,26109.4800253,0.939479592319
45,20160903,mrazomej,O3,-9.7,RBS446,62,25.0,31867.9992538,28806.6343057,1.03652945319
46,20160903,mrazomej,O3,-9.7,RBS1147,30,25.0,30736.7699667,27675.4050187,0.995825202151
47,20160903,mrazomej,O3,-9.7,HG104,11,25.0,30632.8296248,27571.4646768,0.992085187799
48,20160903,mrazomej,O3,-9.7,auto,0,50.0,3078.00636465,0.0,0.0
49,20160903,mrazomej,O3,-9.7,delta,0,50.0,30990.9217237,27912.915359,1.0
50,20160903,mrazomej,O3,-9.7,RBS1L,870,50.0,24987.5760494,21909.5696847,0.784925881188
51,20160903,mrazomej,O3,-9.7,RBS1,610,50.0,27981.1379499,24903.1315853,0.892172360534
52,20160903,mrazomej,O3,-9.7,RBS1027,130,50.0,32273.1620255,29195.1556609,1.0459371687
53,20160903,mrazomej,O3,-9.7,RBS446,62,50.0,33462.3303835,30384.3240189,1.08853996897
54,20160903,mrazomej,O3,-9.7,RBS1147,30,50.0,31179.5193527,28101.512988,1.00675664389
55,20160903,mrazomej,O3,-9.7,HG104,11,50.0,30632.2036123,27554.1972476,0.98714866911
56,20160903,mrazomej,O3,-9.7,auto,0,75.0,3089.09004346,0.0,0.0
57,20160903,mrazomej,O3,-9.7,delta,0,75.0,30856.9089757,27767.8189323,1.0
58,20160903,mrazomej,O3,-9.7,RBS1L,870,75.0,17903.0065394,14813.9164959,0.533492260664
59,20160903,mrazomej,O3,-9.7,RBS1,610,75.0,23836.7989394,20747.7088959,0.747185399996
60,20160903,mrazomej,O3,-9.7,RBS1027,130,75.0,32159.9065601,29070.8165167,1.04692473642
61,20160903,mrazomej,O3,-9.7,RBS446,62,75.0,32377.6426415,29288.552598,1.0547660466
62,20160903,mrazomej,O3,-9.7,RBS1147,30,75.0,31632.3716819,28543.2816384,1.02792666965
63,20160903,mrazomej,O3,-9.7,HG104,11,75.0,30816.5521417,27727.4620983,0.998546632917
64,20160903,mrazomej,O3,-9.7,auto,0,100.0,3170.02216182,0.0,0.0
65,20160903,mrazomej,O3,-9.7,delta,0,100.0,33932.0554127,30762.0332509,1.0
66,20160903,mrazomej,O3,-9.7,RBS1L,870,100.0,23786.5852162,20616.5630543,0.670195070859
67,20160903,mrazomej,O3,-9.7,RBS1,610,100.0,29230.7415903,26060.7194285,0.847171551241
68,20160903,mrazomej,O3,-9.7,RBS1027,130,100.0,33871.5807347,30701.5585729,0.998034113108
69,20160903,mrazomej,O3,-9.7,RBS446,62,100.0,34083.1719241,30913.1497622,1.00491243573
70,20160903,mrazomej,O3,-9.7,RBS1147,30,100.0,33005.9357622,29835.9136003,0.969894068998
71,20160903,mrazomej,O3,-9.7,HG104,11,100.0,32526.0652693,29356.0431075,0.95429462897
72,20160903,mrazomej,O3,-9.7,auto,0,250.0,3122.21305624,0.0,0.0
73,20160903,mrazomej,O3,-9.7,delta,0,250.0,32482.4420875,29360.2290313,1.0
74,20160903,mrazomej,O3,-9.7,RBS1L,870,250.0,28013.5963221,24891.3832659,0.847792544102
75,20160903,mrazomej,O3,-9.7,RBS1,610,250.0,30718.7537267,27596.5406705,0.939929339144
76,20160903,mrazomej,O3,-9.7,RBS1027,130,250.0,32525.6017882,29403.388732,1.00147000559
77,20160903,mrazomej,O3,-9.7,RBS446,62,250.0,33655.0882933,30532.875237,1.0399399543
78,20160903,mrazomej,O3,-9.7,RBS1147,30,250.0,32436.4898078,29314.2767515,0.998434880065
79,20160903,mrazomej,O3,-9.7,HG104,11,250.0,31521.921901,28399.7088447,0.967284989993
80,20160903,mrazomej,O3,-9.7,auto,0,500.0,3124.70972712,0.0,0.0
81,20160903,mrazomej,O3,-9.7,delta,0,500.0,32188.1540704,29063.4443433,1.0
82,20160903,mrazomej,O3,-9.7,RBS1L,870,500.0,30712.9686847,27588.2589576,0.949242582252
83,20160903,mrazomej,O3,-9.7,RBS1,610,500.0,31486.398699,28361.6889719,0.975854363197
84,20160903,mrazomej,O3,-9.7,RBS1027,130,500.0,33137.8563621,30013.146635,1.03267686653
85,20160903,mrazomej,O3,-9.7,RBS446,62,500.0,33815.2544922,30690.544765,1.05598443194
86,20160903,mrazomej,O3,-9.7,RBS1147,30,500.0,32483.4588938,29358.7491667,1.01016069603
87,20160903,mrazomej,O3,-9.7,HG104,11,500.0,31864.8935156,28740.1837884,0.988877417589
88,20160903,mrazomej,O3,-9.7,auto,0,1000.0,3094.42173295,0.0,0.0
89,20160903,mrazomej,O3,-9.7,delta,0,1000.0,30631.5622223,27537.1404894,1.0
90,20160903,mrazomej,O3,-9.7,RBS1L,870,1000.0,29788.9212275,26694.4994946,0.969399836736
91,20160903,mrazomej,O3,-9.7,RBS1,610,1000.0,31124.3517509,28029.9300179,1.01789545028
92,20160903,mrazomej,O3,-9.7,RBS1027,130,1000.0,30552.3566284,27457.9348955,0.997123681236
93,20160903,mrazomej,O3,-9.7,RBS446,62,1000.0,32305.1193502,29210.6976172,1.06077454297
94,20160903,mrazomej,O3,-9.7,RBS1147,30,1000.0,31818.048478,28723.626745,1.04308676335
95,20160903,mrazomej,O3,-9.7,HG104,11,1000.0,29883.7236287,26789.3018957,0.972842547179
0,20160906,sbarnes,O3,-9.7,auto,0,0.0,3064.69749661,0.0,0.0
1,20160906,sbarnes,O3,-9.7,delta,0,0.0,37149.9618573,34085.2643607,1.0
2,20160906,sbarnes,O3,-9.7,RBS1L,870,0.0,8533.47839769,5468.78090108,0.160444139239
3,20160906,sbarnes,O3,-9.7,RBS1,610,0.0,10191.2617489,7126.56425226,0.209080504022
4,20160906,sbarnes,O3,-9.7,RBS1027,130,0.0,23502.9174471,20438.2199505,0.599620402945
5,20160906,sbarnes,O3,-9.7,RBS446,62,0.0,28706.8616948,25642.1641982,0.752294713833
6,20160906,sbarnes,O3,-9.7,RBS1147,30,0.0,30649.2095982,27584.5121016,0.809279687835
7,20160906,sbarnes,O3,-9.7,HG104,11,0.0,33685.9705453,30621.2730487,0.898372760868
8,20160906,sbarnes,O3,-9.7,auto,0,0.1,3104.3717391,0.0,0.0
9,20160906,sbarnes,O3,-9.7,delta,0,0.1,37151.7142885,34047.3425494,1.0
10,20160906,sbarnes,O3,-9.7,RBS1L,870,0.1,8705.85524535,5601.48350625,0.164520432046
11,20160906,sbarnes,O3,-9.7,RBS1,610,0.1,10577.3011418,7472.92940273,0.219486422234
12,20160906,sbarnes,O3,-9.7,RBS1027,130,0.1,24330.4718087,21226.1000696,0.62342898095
13,20160906,sbarnes,O3,-9.7,RBS446,62,0.1,28269.5208757,25165.1491366,0.739122270706
14,20160906,sbarnes,O3,-9.7,RBS1147,30,0.1,32725.6939199,29621.3221808,0.87000394048
15,20160906,sbarnes,O3,-9.7,HG104,11,0.1,35497.3383529,32392.9666138,0.951409542955
16,20160906,sbarnes,O3,-9.7,auto,0,1.0,2996.81542435,0.0,0.0
17,20160906,sbarnes,O3,-9.7,delta,0,1.0,34261.3801619,31264.5647375,1.0
18,20160906,sbarnes,O3,-9.7,RBS1L,870,1.0,9645.22530407,6648.40987972,0.212650006022
19,20160906,sbarnes,O3,-9.7,RBS1,610,1.0,11720.3330894,8723.51766501,0.279022520807
20,20160906,sbarnes,O3,-9.7,RBS1027,130,1.0,25786.8197669,22790.0043426,0.728940400543
21,20160906,sbarnes,O3,-9.7,RBS446,62,1.0,25799.8188403,22803.0034159,0.729356177108
22,20160906,sbarnes,O3,-9.7,RBS1147,30,1.0,32650.2804201,29653.4649958,0.948468825482
23,20160906,sbarnes,O3,-9.7,HG104,11,1.0,34534.6934659,31537.8780416,1.00874195135
24,20160906,sbarnes,O3,-9.7,auto,0,5.0,3034.70749561,0.0,0.0
25,20160906,sbarnes,O3,-9.7,delta,0,5.0,35240.0988294,32205.3913338,1.0
26,20160906,sbarnes,O3,-9.7,RBS1L,870,5.0,15017.052027,11982.3445314,0.372060205921
27,20160906,sbarnes,O3,-9.7,RBS1,610,5.0,18282.815579,15248.1080834,0.473464455853
28,20160906,sbarnes,O3,-9.7,RBS1027,130,5.0,34263.461459,31228.7539634,0.969674724324
29,20160906,sbarnes,O3,-9.7,RBS446,62,5.0,35551.4674126,32516.759917,1.009668213
30,20160906,sbarnes,O3,-9.7,RBS1147,30,5.0,35488.4781078,32453.7706122,1.00771235089
31,20160906,sbarnes,O3,-9.7,HG104,11,5.0,35583.3192137,32548.611718,1.01065723377
32,20160906,sbarnes,O3,-9.7,auto,0,10.0,3025.67099646,0.0,0.0
33,20160906,sbarnes,O3,-9.7,delta,0,10.0,38102.8303328,35077.1593364,1.0
34,20160906,sbarnes,O3,-9.7,RBS1L,870,10.0,17137.7973167,14112.1263202,0.402316680917
35,20160906,sbarnes,O3,-9.7,RBS1,610,10.0,23039.1162796,20013.4452832,0.570554904155
36,20160906,sbarnes,O3,-9.7,RBS1027,130,10.0,35537.4049009,32511.7339044,0.926863364067
37,20160906,sbarnes,O3,-9.7,RBS446,62,10.0,35239.9917325,32214.320736,0.918384536989
38,20160906,sbarnes,O3,-9.7,RBS1147,30,10.0,35630.3745359,32604.7035395,0.929513796337
39,20160906,sbarnes,O3,-9.7,HG104,11,10.0,36398.2257767,33372.5547802,0.951404144794
40,20160906,sbarnes,O3,-9.7,auto,0,25.0,3066.83477063,0.0,0.0
41,20160906,sbarnes,O3,-9.7,delta,0,25.0,38252.5348725,35185.7001019,1.0
42,20160906,sbarnes,O3,-9.7,RBS1L,870,25.0,26242.8856027,23176.0508321,0.658678121083
43,20160906,sbarnes,O3,-9.7,RBS1,610,25.0,26528.2821435,23461.4473729,0.666789272487
44,20160906,sbarnes,O3,-9.7,RBS1027,130,25.0,35203.5127993,32136.6780287,0.913344851336
45,20160906,sbarnes,O3,-9.7,RBS446,62,25.0,36466.2272782,33399.3925076,0.94923200081
46,20160906,sbarnes,O3,-9.7,RBS1147,30,25.0,37712.508961,34645.6741904,0.984652119755
47,20160906,sbarnes,O3,-9.7,HG104,11,25.0,37357.0112993,34290.1765287,0.97454864986
48,20160906,sbarnes,O3,-9.7,auto,0,50.0,3037.24750541,0.0,0.0
49,20160906,sbarnes,O3,-9.7,delta,0,50.0,35138.9294638,32101.6819584,1.0
50,20160906,sbarnes,O3,-9.7,RBS1L,870,50.0,29492.205884,26454.9583786,0.824098824881
51,20160906,sbarnes,O3,-9.7,RBS1,610,50.0,32444.9368906,29407.6893852,0.916079394945
52,20160906,sbarnes,O3,-9.7,RBS1027,130,50.0,37392.6762535,34355.4287481,1.07020650172
53,20160906,sbarnes,O3,-9.7,RBS446,62,50.0,36557.7920421,33520.5445367,1.04419901051
54,20160906,sbarnes,O3,-9.7,RBS1147,30,50.0,37625.8875121,34588.6400067,1.07747126931
55,20160906,sbarnes,O3,-9.7,HG104,11,50.0,37077.3733645,34040.1258591,1.06038449646
56,20160906,sbarnes,O3,-9.7,auto,0,75.0,3027.47362111,0.0,0.0
57,20160906,sbarnes,O3,-9.7,delta,0,75.0,35703.7886615,32676.3150404,1.0
58,20160906,sbarnes,O3,-9.7,RBS1L,870,75.0,31482.3068721,28454.833251,0.870809123237
59,20160906,sbarnes,O3,-9.7,RBS1,610,75.0,33590.6473485,30563.1737274,0.935331101123
60,20160906,sbarnes,O3,-9.7,RBS1027,130,75.0,37296.4644814,34268.9908603,1.04874098618
61,20160906,sbarnes,O3,-9.7,RBS446,62,75.0,35513.3342566,32485.8606355,0.994171484616
62,20160906,sbarnes,O3,-9.7,RBS1147,30,75.0,36501.7101941,33474.236573,1.02441895702
63,20160906,sbarnes,O3,-9.7,HG104,11,75.0,37281.6341131,34254.1604919,1.04828712936
64,20160906,sbarnes,O3,-9.7,auto,0,100.0,3097.05629803,0.0,0.0
65,20160906,sbarnes,O3,-9.7,delta,0,100.0,34579.1414057,31482.0851077,1.0
66,20160906,sbarnes,O3,-9.7,RBS1L,870,100.0,32657.8140685,29560.7577705,0.938970772406
67,20160906,sbarnes,O3,-9.7,RBS1,610,100.0,33635.4378792,30538.3815812,0.970024109798
68,20160906,sbarnes,O3,-9.7,RBS1027,130,100.0,37231.49423,34134.4379319,1.08424959196
69,20160906,sbarnes,O3,-9.7,RBS446,62,100.0,35606.7538245,32509.6975264,1.03264118038
70,20160906,sbarnes,O3,-9.7,RBS1147,30,100.0,35142.7559037,32045.6996057,1.01790270549
71,20160906,sbarnes,O3,-9.7,HG104,11,100.0,36195.6768882,33098.6205902,1.05134778961
72,20160906,sbarnes,O3,-9.7,auto,0,250.0,3072.78928163,0.0,0.0
