# Date : 2016-09-12
# Equipment : MACSQuant (Bjorkman lab)
# User : nbellive
# Description : 
# IPTG titration with all the Oid+11 YFP strains RBS (delta, HG104, RBS1147, RBS446, RBS1027, RBS1 and RBS1L)
# The strains were grown in deep 96-well plates in 1 mL of LB + spec. Then they were
# diluted next morning 1:1000 into 0.5 mL of M9 + 0.5% glucose also in deep 96-well plates with the following
# IPTG concentrations:
# 0uM, 0.1uM, 5uM, 10uM, 25uM, 50uM, 75uM, 100uM, 250uM, 500uM, 1000uM, 5000uM
# Comments :
# The flow rate at the cytometer ranged from 4000/s to 6000/s
# The run proceed pretty normally overall. 
date,username,operator,binding_energy,rbs,repressors,IPTG_uM,mean_YFP_A,mean_YFP_bgcorr_A,fold_change_A
20160912,nbellive,Oid,-17,auto,0,0.0,3203.58216485,0.0,0.0
20160912,nbellive,Oid,-17,delta,0,0.0,26653.9103422,23450.3281773,1.0
20160912,nbellive,Oid,-17,RBS1L,870,0.0,3208.6717918,5.08962694831,0.000217038623503
20160912,nbellive,Oid,-17,RBS1,610,0.0,3288.85840006,85.2762352124,0.00363646233722
20160912,nbellive,Oid,-17,RBS1027,130,0.0,3277.20749379,73.6253289352,0.00313962893732
20160912,nbellive,Oid,-17,RBS446,62,0.0,3284.3015664,80.7194015449,0.00344214379153
20160912,nbellive,Oid,-17,RBS1147,30,0.0,3285.76406969,82.1819048344,0.00350450979675
20160912,nbellive,Oid,-17,HG104,11,0.0,3396.02276889,192.440604036,0.00820630750159
20160912,nbellive,Oid,-17,auto,0,0.1,3298.63535334,0.0,0.0
20160912,nbellive,Oid,-17,delta,0,0.1,28862.3798361,25563.7444828,1.0
20160912,nbellive,Oid,-17,RBS1L,870,0.1,3213.8898572,-84.7454961413,-0.0033150658425
20160912,nbellive,Oid,-17,RBS1,610,0.1,3265.19609958,-33.4392537631,-0.00130807338438
20160912,nbellive,Oid,-17,RBS1027,130,0.1,3234.02909103,-64.606262317,-0.00252726130793
20160912,nbellive,Oid,-17,RBS446,62,0.1,3237.74379672,-60.8915566294,-0.00238194982235
20160912,nbellive,Oid,-17,RBS1147,30,0.1,3296.16079023,-2.47456311712,-9.67997125298e-05
20160912,nbellive,Oid,-17,HG104,11,0.1,3325.73945381,27.1041004671,0.00106025549134
20160912,nbellive,Oid,-17,auto,0,5.0,3192.07072761,0.0,0.0
20160912,nbellive,Oid,-17,delta,0,5.0,25700.4413262,22508.3705985,1.0
20160912,nbellive,Oid,-17,RBS1L,870,5.0,3156.20485609,-35.8658715231,-0.00159344593009
20160912,nbellive,Oid,-17,RBS1,610,5.0,3160.98537391,-31.0853537005,-0.00138105748545
20160912,nbellive,Oid,-17,RBS1027,130,5.0,3204.35396625,12.2832386362,0.000545718695294
20160912,nbellive,Oid,-17,RBS446,62,5.0,3222.13653476,30.0658071457,0.00133576115668
20160912,nbellive,Oid,-17,RBS1147,30,5.0,3302.5245584,110.453830791,0.00490723352486
20160912,nbellive,Oid,-17,HG104,11,5.0,3431.81998731,239.749259694,0.0106515599894
20160912,nbellive,Oid,-17,auto,0,10.0,3138.23907108,0.0,0.0
20160912,nbellive,Oid,-17,delta,0,10.0,25432.5107638,22294.2716927,1.0
20160912,nbellive,Oid,-17,RBS1L,870,10.0,3173.93036172,35.6912906344,0.0016009175418
20160912,nbellive,Oid,-17,RBS1,610,10.0,3173.70326805,35.4641969639,0.00159073135256
20160912,nbellive,Oid,-17,RBS1027,130,10.0,3190.27384759,52.0347765098,0.00233399759486
20160912,nbellive,Oid,-17,RBS446,62,10.0,3238.09689825,99.8578271635,0.00447908003186
20160912,nbellive,Oid,-17,RBS1147,30,10.0,3297.1122854,158.873214318,0.00712618992482
20160912,nbellive,Oid,-17,HG104,11,10.0,3584.3275265,446.088455418,0.0200091064453
20160912,nbellive,Oid,-17,auto,0,25.0,3069.29095865,0.0,0.0
20160912,nbellive,Oid,-17,delta,0,25.0,24954.8072442,21885.5162855,1.0
20160912,nbellive,Oid,-17,RBS1L,870,25.0,3144.02225192,74.7312932701,0.00341464612007
20160912,nbellive,Oid,-17,RBS1,610,25.0,3197.77599673,128.485038082,0.00587077939611
20160912,nbellive,Oid,-17,RBS1027,130,25.0,3343.14471693,273.853758285,0.0125130133881
20160912,nbellive,Oid,-17,RBS446,62,25.0,3369.96556276,300.674604108,0.0137385200416
20160912,nbellive,Oid,-17,RBS1147,30,25.0,3485.95211191,416.661153256,0.0190382144895
20160912,nbellive,Oid,-17,HG104,11,25.0,4057.21520176,987.924243108,0.0451405500432
