date,username,operator,binding_energy,rbs,repressors,IPTG,replica,mean_YFP_A,mean_YFP_bgcorr_A,fold_change_A
20160726,mrazomej,O2,-13.9,RBS1147,30,0,00,4748.183234569746,1085.9462409781022,0.046667288004443454
20160726,mrazomej,O2,-13.9,RBS1147,30,0,01,4631.621791144883,1065.5360237489867,0.046241877235525246
20160726,mrazomej,O2,-13.9,RBS1147,30,0,02,4532.97162528898,1060.3525594135554,0.047240959716915686
20160726,mrazomej,O2,-13.9,HG104,11,0,00,7704.790355639945,4042.5533620483016,0.17372407113829075
20160726,mrazomej,O2,-13.9,HG104,11,0,01,7520.156044709434,3954.070277313538,0.17159779516496687
20160726,mrazomej,O2,-13.9,HG104,11,0,02,7343.784773880475,3871.16570800505,0.17246865832107322
20160726,mrazomej,O3,-9.7,auto,0,0,00,3359.224149978251,0.0,0.0
20160726,mrazomej,O3,-9.7,auto,0,0,01,3457.4703803637635,0.0,0.0
20160726,mrazomej,O3,-9.7,auto,0,0,02,3270.1046935113563,0.0,0.0
20160726,mrazomej,O3,-9.7,delta,0,0,00,45753.950911488704,42394.72676151045,1.0
20160726,mrazomej,O3,-9.7,delta,0,0,01,46389.784983109894,42932.31460274613,1.0
20160726,mrazomej,O3,-9.7,delta,0,0,02,40476.952439319764,37206.84774580841,1.0
20160726,mrazomej,O3,-9.7,RBS1L,870,0,00,11477.968074967315,8118.743924989065,0.1915036266340547
20160726,mrazomej,O3,-9.7,RBS1L,870,0,01,11081.896239643846,7624.425859280082,0.17759177276671664
20160726,mrazomej,O3,-9.7,RBS1L,870,0,02,10728.214557845737,7458.10986433438,0.2004499256504358
20160726,mrazomej,O3,-9.7,RBS1,610,0,00,13281.610617661254,9922.386467683004,0.23404765699991237
20160726,mrazomej,O3,-9.7,RBS1,610,0,01,13142.103441652895,9684.63306128913,0.22557910401293996
20160726,mrazomej,O3,-9.7,RBS1,610,0,02,12036.410639401594,8766.305945890239,0.23561001474191856
20160726,mrazomej,O3,-9.7,RBS1027,130,0,00,30251.38872343191,26892.16457345366,0.634328055107756
20160726,mrazomej,O3,-9.7,RBS1027,130,0,01,29639.297197476444,26181.82681711268,0.6098396291784832
20160726,mrazomej,O3,-9.7,RBS1027,130,0,02,27000.434560247,23730.329866735643,0.6377946884632014
20160726,mrazomej,O3,-9.7,RBS446,62,0,00,36198.05147148711,32838.827321508856,0.7745969800971272
20160726,mrazomej,O3,-9.7,RBS446,62,0,01,36665.1293839389,33207.65900357514,0.7734886718977654
20160726,mrazomej,O3,-9.7,RBS446,62,0,02,33124.45600575458,29854.351312243227,0.8023886225515171
20160726,mrazomej,O3,-9.7,RBS1147,30,0,00,39878.131114711425,36518.90696473317,0.8614021071575381
20160726,mrazomej,O3,-9.7,RBS1147,30,0,01,39456.83169806231,35999.36131769855,0.8385143370629237
20160726,mrazomej,O3,-9.7,RBS1147,30,0,02,36275.4144674845,33005.309773973146,0.8870762177828249
20160726,mrazomej,O3,-9.7,HG104,11,0,00,44043.53239086026,40684.308240882005,0.9596549228810856
20160726,mrazomej,O3,-9.7,HG104,11,0,01,45227.47080881672,41770.00042845296,0.9729268224867887
20160726,mrazomej,O3,-9.7,HG104,11,0,02,39801.004399156336,36530.89970564498,0.9818326979812586
20160726,mrazomej,Oid,-17.0,auto,0,0,00,3580.8440087233007,0.0,0.0
20160726,mrazomej,Oid,-17.0,auto,0,0,01,3591.59311477055,0.0,0.0
20160726,mrazomej,Oid,-17.0,auto,0,0,02,3408.5034657845376,0.0,0.0
20160726,mrazomej,Oid,-17.0,delta,0,0,00,29887.958959565683,26307.114950842384,1.0
20160726,mrazomej,Oid,-17.0,delta,0,0,01,29265.936215811813,25674.343101041264,1.0
20160726,mrazomej,Oid,-17.0,delta,0,0,02,26655.994478642682,23247.491012858143,1.0
20160726,mrazomej,Oid,-17.0,RBS1L,870,0,00,3654.410589594263,73.5665808709623,0.0027964518727511246
20160726,mrazomej,Oid,-17.0,RBS1L,870,0,01,3654.0098832177687,62.4167684472186,0.0024310950508676186
20160726,mrazomej,Oid,-17.0,RBS1L,870,0,02,3457.3646286261824,48.86116284164473,0.0021017822015554155
20160726,mrazomej,Oid,-17.0,RBS1,610,0,00,3661.813219347381,80.96921062408046,0.0030778445593665424
20160726,mrazomej,Oid,-17.0,RBS1,610,0,01,3589.3715203831835,-2.221594387366622,-8.652974600454419e-05
20160726,mrazomej,Oid,-17.0,RBS1,610,0,02,3460.738118524856,52.234652740318325,0.0022468942008162275
20160726,mrazomej,Oid,-17.0,RBS1027,130,0,00,3688.3490624648443,107.50505374154363,0.004086539095694383
20160726,mrazomej,Oid,-17.0,RBS1027,130,0,01,3606.774441219044,15.18132644849402,0.0005913034031191363
20160726,mrazomej,Oid,-17.0,RBS1027,130,0,02,3481.6564037569447,73.15293797240702,0.0031467024949895137
20160726,mrazomej,Oid,-17.0,RBS446,62,0,00,3688.8128491126567,107.96884038935605,0.004104168799623493
20160726,mrazomej,Oid,-17.0,RBS446,62,0,01,3613.0941514884435,21.501036717893385,0.0008374522624892932
20160726,mrazomej,Oid,-17.0,RBS446,62,0,02,3465.005488623963,56.502022839425535,0.0024304568096477326
20160726,mrazomej,Oid,-17.0,RBS1147,30,0,00,3710.1213568782578,129.27734815495705,0.0049141590933299
20160726,mrazomej,Oid,-17.0,RBS1147,30,0,01,3648.908099214338,57.314984443788035,0.0022323836765063537
20160726,mrazomej,Oid,-17.0,RBS1147,30,0,02,3486.7723639716546,78.26889818711697,0.0033667675425200333
20160726,mrazomej,Oid,-17.0,HG104,11,0,00,3851.8360349617997,270.99202623849897,0.010301092565447641
20160726,mrazomej,Oid,-17.0,HG104,11,0,01,3739.174146062607,147.5810312920571,0.005748191130392415
20160726,mrazomej,Oid,-17.0,HG104,11,0,02,3606.6495882545464,198.14612247000878,0.00852333365180847
