# Date : 2017-10-03
# Equipment : Björkman MACSQuant
# User : gchure
# Description :
# Timecourse measurement of expression to determine if we are in steady-state.
# Auto (HG104), O2 Delta (O2 HG105), and O2 RBS1027 cells were diluted 1:1000
# into M9 + 0.5% glucose + 50µM IPTG in a large 2mL 96 well plate and allowed t
# to grow for several hours with measurement on the MACSQuant. The dilution was
# performed at 08h30m and the first measurement was made at 14h38m, followed
# by a measurement each hour afterward. 
date,username,operator,strain,repressors,IPTG_uM,replicate_no,clock_time,delta_t,FITC-A,fold_change_A
20171003,gchure,O2,delta,0,50.0,3,16h30m,8.00,23367.120917144824,1.0
20171003,gchure,O2,RBS1027,130,50.0,3,16h30m,8.00,10077.05180569656,0.341509086910271
20171003,gchure,O2,auto,0,50.0,3,16h30m,8.00,3184.505109905432,0.0
20171003,gchure,O2,auto,0,50.0,1,17h34m,9.07,3177.2170409303617,0.0
20171003,gchure,O2,RBS1027,130,50.0,1,17h34m,9.07,9249.149320681396,0.3409337319999715
20171003,gchure,O2,delta,0,50.0,1,17h34m,9.07,20986.93109923757,1.0
20171003,gchure,O2,delta,0,50.0,2,17h34m,9.07,20301.0229578572,1.0
20171003,gchure,O2,RBS1027,130,50.0,2,17h34m,9.07,8842.182181284812,0.3286430741885386
20171003,gchure,O2,auto,0,50.0,2,17h34m,9.07,3232.8430731822646,0.0
20171003,gchure,O2,delta,0,50.0,3,17h34m,9.07,20688.23656956644,1.0
20171003,gchure,O2,auto,0,50.0,3,17h34m,9.07,3225.956349227248,0.0
20171003,gchure,O2,RBS1027,130,50.0,3,17h34m,9.07,8765.76147779424,0.3172440860337646
