date,username,operator,binding_energy,rbs,repressors,IPTG,replica,mean_YFP_A,mean_YFP_bgcorr_A,fold_change_A
20160725,mrazomej,O1,-15.3,auto,0,0,00,3544.255057393512,0.0,0.0
20160725,mrazomej,O1,-15.3,auto,0,0,01,3402.711405619759,0.0,0.0
20160725,mrazomej,O1,-15.3,auto,0,0,02,3318.3587485770436,0.0,0.0
20160725,mrazomej,O1,-15.3,delta,0,0,00,14320.627513978568,10776.372456585057,1.0
20160725,mrazomej,O1,-15.3,delta,0,0,01,12526.489752780913,9123.778347161155,1.0
20160725,mrazomej,O1,-15.3,delta,0,0,02,11465.208433215194,8146.8496846381495,1.0
20160725,mrazomej,O1,-15.3,RBS1L,870,0,00,3667.810479054509,123.55542166099713,0.011465400083262417
20160725,mrazomej,O1,-15.3,RBS1L,870,0,01,3499.916280191867,97.20487457210811,0.010654015351255569
20160725,mrazomej,O1,-15.3,RBS1L,870,0,02,3432.3194623808326,113.96071380378908,0.01398831673777847
20160725,mrazomej,O1,-15.3,RBS1,610,0,00,3676.772716544283,132.51765915077112,0.012297056331770929
20160725,mrazomej,O1,-15.3,RBS1,610,0,01,3460.915488398535,58.20408277877641,0.006379383689969462
20160725,mrazomej,O1,-15.3,RBS1,610,0,02,3428.484840050244,110.12609147320063,0.013517628989872788
20160725,mrazomej,O1,-15.3,RBS1027,130,0,00,3689.7028266049465,145.44776921143466,0.013496913715390073
20160725,mrazomej,O1,-15.3,RBS1027,130,0,01,3528.7348378322363,126.02343221247747,0.013812636324258075
20160725,mrazomej,O1,-15.3,RBS1027,130,0,02,3353.391825803215,35.03307722617137,0.004300199289576975
20160725,mrazomej,O1,-15.3,RBS446,62,0,00,3738.298911957823,194.043854564311,0.018006416848160973
20160725,mrazomej,O1,-15.3,RBS446,62,0,01,3507.193908189374,104.48250256961501,0.01145167041482595
20160725,mrazomej,O1,-15.3,RBS446,62,0,02,3360.904065489817,42.545316912773615,0.005222302921950046
20160725,mrazomej,O1,-15.3,RBS1147,30,0,00,3757.4239365416074,213.16887914809558,0.019781135071833534
20160725,mrazomej,O1,-15.3,RBS1147,30,0,01,3503.2608043580894,100.54939873833064,0.011020587624163008
20160725,mrazomej,O1,-15.3,RBS1147,30,0,02,3438.505797713848,120.14704913680453,0.01474766980951619
20160725,mrazomej,O1,-15.3,HG104,11,0,00,4246.642072322795,702.3870149292829,0.06517842787626361
20160725,mrazomej,O1,-15.3,HG104,11,0,01,3992.8919996128784,590.1805939931196,0.06468598551352939
20160725,mrazomej,O1,-15.3,HG104,11,0,02,3787.7291215592986,469.37037298225505,0.05761372691916834
20160725,mrazomej,O2,-13.9,auto,0,0,00,3457.130566747339,0.0,0.0
20160725,mrazomej,O2,-13.9,auto,0,0,01,3380.4546387018618,0.0,0.0
20160725,mrazomej,O2,-13.9,auto,0,0,02,3276.988177926442,0.0,0.0
20160725,mrazomej,O2,-13.9,delta,0,0,00,18981.590584040445,15524.460017293106,1.0
20160725,mrazomej,O2,-13.9,delta,0,0,01,19188.209967615578,15807.755328913716,1.0
